Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bond, Chris",29y 173d,138 (64-1-73 46.74%),44 (0.32),16 (6-0-10 37.50%),4 (0.25)
24,"Burton, Matthew",28y 60d,57 (21-0-36 36.84%),24 (0.42),←,
42,"Callaghan, Craig",22y 131d,64 (21-0-43 32.81%),47 (0.73),←,
46,"Carroll, Trent",20y 81d,13 (4-0-9 30.77%),,←,
13,"Chisholm, Scott",25y 51d,58 (23-0-35 39.66%),21 (0.36),←,
31,"Clement, James",21y 317d,48 (18-0-30 37.50%),30 (0.63),←,
19,"Dhurrkay, Gary",24y 136d,50 (20-0-30 40.00%),46 (0.92),←,
35,"Feddema, Brendon",24y 65d,3 (0-0-3 0.00%),,←,
37,"Gale, Mark",22y 72d,37 (14-0-23 37.84%),9 (0.24),←,
22,"Godden, Tony",26y 90d,22 (11-0-11 50.00%),14 (0.64),9 (3-0-6 33.33%),6 (0.67)
11,"Kickett, Dale",30y 75d,123 (53-0-70 43.09%),53 (0.43),77 (30-0-47 38.96%),13 (0.17)
34,"Maher, Paul",22y 37d,2 (0-0-2 0.00%),4 (2.00),←,
9,"Mann, Peter",27y 314d,106 (43-0-63 40.57%),99 (0.93),67 (25-0-42 37.31%),87 (1.30)
43,"McGovern, Andrew",30y 102d,77 (28-1-48 37.01%),9 (0.12),57 (24-0-33 42.11%),2 (0.04)
16,"Michael, Clem",22y 2d,6 (2-0-4 33.33%),,←,
25,"Norrish, Jason",26y 173d,78 (34-0-44 43.59%),12 (0.15),58 (22-0-36 37.93%),10 (0.17)
10,"OReilly, Stephen",25y 251d,111 (49-0-62 44.14%),10 (0.09),75 (28-0-47 37.33%),5 (0.07)
23,"Parker, Shane",25y 150d,61 (24-0-37 39.34%),3 (0.05),←,
15,"Sinclair, Jess",19y 326d,23 (8-0-15 34.78%),11 (0.48),←,
1,"Toia, Luke",20y 237d,42 (16-0-26 38.10%),27 (0.64),←,
26,"Waterhouse, Clive",24y 25d,38 (16-0-22 42.11%),55 (1.45),←,
4,"Wills, Andrew",26y 196d,122 (67-0-55 54.92%),111 (0.91),63 (27-0-36 42.86%),68 (1.08)
Totals,Totals,24y 289d,1279 (536-2-741 41.91%),629 (0.49),,
C,"Neesham, Gerard",43y 219d,82 (31-0-51 37.80%),,←,
