North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",22y 330d,102 (57-0-45 55.88%),13 (0.13),←,
50,"Brown, Ben",22y 262d,26 (20-0-6 76.92%),43 (1.65),←,
10,"Cunnington, Ben",24y 40d,117 (64-0-53 54.70%),53 (0.45),←,
15,"Dal Santo, Nick",31y 168d,294 (168-5-121 57.99%),150 (0.51),34 (23-0-11 67.65%),10 (0.29)
27,"Garner, Taylor",21y 213d,7 (6-0-1 85.71%),2 (0.29),←,
43,"Gibson, Sam",29y 74d,78 (47-0-31 60.26%),29 (0.37),←,
22,"Goldstein, Todd",27y 39d,143 (77-1-65 54.20%),67 (0.47),←,
6,"Hansen, Lachlan",26y 357d,126 (64-1-61 51.19%),76 (0.60),←,
29,"Harvey, Brent",37y 87d,402 (219-3-180 54.85%),472 (1.17),←,
4,"Higgins, Shaun",27y 158d,147 (69-1-77 47.28%),159 (1.08),18 (11-0-7 61.11%),31 (1.72)
5,"Jacobs, Ben",23y 212d,63 (27-0-36 42.86%),9 (0.14),37 (22-0-15 59.46%),4 (0.11)
21,"McDonald, Luke",20y 181d,33 (20-0-13 60.61%),,←,
41,"Mullett, Aaron",23y 167d,51 (30-0-21 58.82%),25 (0.49),←,
28,"Nahas, Robin",27y 272d,104 (42-3-59 41.83%),127 (1.22),21 (13-0-8 61.90%),27 (1.29)
20,"Petrie, Drew",32y 298d,286 (143-3-140 50.52%),390 (1.36),←,
9,"Swallow, Andrew",28y 68d,180 (91-1-88 50.83%),76 (0.42),←,
25,"Tarrant, Robbie",26y 106d,55 (29-0-26 52.73%),41 (0.75),←,
12,"Thomas, Lindsay",27y 162d,169 (83-2-84 49.70%),278 (1.64),←,
16,"Thompson, Scott",29y 92d,154 (75-2-77 49.35%),6 (0.04),←,
30,"Waite, Jarrad",32y 186d,201 (77-4-120 39.30%),280 (1.39),17 (11-0-6 64.71%),28 (1.65)
19,"Wright, Sam",25y 25d,102 (55-0-47 53.92%),56 (0.55),←,
7,"Ziebell, Jack",24y 162d,118 (60-0-58 50.85%),70 (0.59),←,
Totals,Totals,26y 332d,2958 (1523-26-1409 51.49%),2422 (0.82),,
C,"Scott, Brad",39y 98d,128 (70-0-58 54.69%),,←,
