Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",25y 281d,105 (33-0-72 31.43%),80 (0.76),←,
32,"Bell, Peter",25y 178d,143 (85-0-58 59.44%),133 (0.93),20 (1-0-19 5.00%),13 (0.65)
7,"Black, Heath",22y 90d,68 (17-0-51 25.00%),33 (0.49),←,
30,"Brown, Leigh",19y 184d,41 (9-0-32 21.95%),9 (0.22),←,
9,"Carr, Matthew",22y 240d,48 (8-1-39 17.71%),10 (0.21),20 (1-0-19 5.00%),8 (0.40)
10,"Cook, Troy",25y 14d,86 (33-0-53 38.37%),35 (0.41),43 (9-0-34 20.93%),24 (0.56)
31,"Eastaugh, Simon",28y 75d,27 (9-0-18 33.33%),2 (0.07),10 (1-0-9 10.00%),1 (0.10)
2,"Fletcher, Adrian",31y 320d,230 (90-2-138 39.57%),96 (0.42),78 (19-0-59 24.36%),23 (0.29)
42,"Haddrill, Robert",20y 210d,7 (1-0-6 14.29%),,←,
5,"Jones, Anthony",26y 250d,74 (22-0-52 29.73%),3 (0.04),←,
11,"Kickett, Dale",33y 114d,177 (66-0-111 37.29%),62 (0.35),131 (43-0-88 32.82%),22 (0.17)
28,"Koops, Steven",23y 33d,43 (13-0-30 30.23%),40 (0.93),←,
20,"Longmuir, Justin",20y 217d,34 (5-0-29 14.71%),30 (0.88),←,
8,"McManus, Shaun",25y 198d,100 (27-0-73 27.00%),54 (0.54),←,
17,"McPhee, Adam",18y 324d,13 (1-0-12 7.69%),5 (0.38),←,
25,"Norrish, Jason",29y 212d,127 (44-0-83 34.65%),23 (0.18),107 (32-0-75 29.91%),21 (0.20)
23,"Parker, Shane",28y 189d,127 (38-0-89 29.92%),8 (0.06),←,
29,"Pavlich, Matthew",19y 238d,38 (7-0-31 18.42%),42 (1.11),←,
27,"Schell, Daniel",21y 218d,15 (1-0-14 6.67%),9 (0.60),←,
13,"Simpson, Dwayne",20y 195d,2 (0-0-2 0.00%),1 (0.50),←,
19,"Walker, James",22y 223d,52 (11-0-41 21.15%),6 (0.12),←,
34,"Woods, Dion",19y 213d,7 (1-0-6 14.29%),2 (0.29),←,
Totals,Totals,24y 59d,1564 (521-3-1040 33.31%),683 (0.44),,
C,"Allan, Ben",32y 315d,12 (1-0-11 8.33%),,←,
