North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Campbell, Matt",8,4,3,11,,1.0,,3.0,,3.0,,2.0,,1.0,,2.0,9.0,,2.0,1.0,,,82.0
27,"Edwards, Aaron",9,8,3,12,,1.0,,1.0,,4.0,,2.0,1.0,2.0,,5.0,8.0,,,1.0,,1.0,84.0
11,"Firrito, Michael",6,4,6,12,,,,2.0,3.0,,2.0,2.0,,1.0,,4.0,7.0,1.0,,9.0,,,97.0
38,"Gibson, Josh",6,2,9,15,,,,1.0,2.0,1.0,,1.0,1.0,,,5.0,10.0,1.0,,6.0,,,100.0
6,"Grant, Shannon",9,4,5,14,2,1.0,,4.0,,4.0,1.0,2.0,,,,5.0,7.0,1.0,1.0,3.0,,2.0,99.0
31,"Hale, David",3,3,4,7,2,,14.0,3.0,,,2.0,3.0,1.0,1.0,,4.0,3.0,1.0,2.0,1.0,,,90.0
39,"Harding, Leigh",8,2,5,13,,,,2.0,2.0,6.0,2.0,2.0,,1.0,,8.0,5.0,,,2.0,,,87.0
4,"Harris, Daniel",10,1,6,16,,1.0,,10.0,,4.0,4.0,5.0,2.0,3.0,,7.0,8.0,,,1.0,,1.0,59.0
29,"Harvey, Brent",17,3,3,20,2,,,5.0,1.0,5.0,1.0,4.0,2.0,1.0,,8.0,11.0,1.0,1.0,1.0,,,96.0
2,"Lower, Ed",5,3,2,7,2,2.0,,3.0,,2.0,,3.0,1.0,2.0,,4.0,3.0,1.0,2.0,,,1.0,95.0
42,"McMahon, Scott",7,4,1,8,,,,5.0,1.0,2.0,,1.0,,1.0,,1.0,8.0,,,4.0,,,87.0
20,"Petrie, Drew",6,4,6,12,1,,23.0,6.0,2.0,1.0,,4.0,,,,5.0,7.0,,1.0,3.0,1.0,,88.0
5,"Power, Sam",5,,3,8,,,,6.0,,5.0,2.0,2.0,2.0,1.0,,3.0,5.0,,,1.0,,,59.0
30,"Pratt, Daniel",13,3,5,18,,,,2.0,4.0,3.0,1.0,2.0,3.0,,,13.0,6.0,2.0,,,,,90.0
3,"Rawlings, Brady",4,1,7,11,,,,8.0,1.0,1.0,3.0,1.0,,,,4.0,7.0,,,2.0,,,73.0
7,"Simpson, Adam",7,2,6,13,,,1.0,4.0,2.0,,3.0,2.0,1.0,2.0,,2.0,8.0,,,2.0,,,72.0
9,"Sinclair, Jess",11,1,3,14,1,,,2.0,2.0,2.0,2.0,3.0,1.0,1.0,,7.0,9.0,,,1.0,,,45.0
12,"Thomas, Lindsay",5,,2,7,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,2.0,,,2.0,,,64.0
23,"Thompson, Nathan",6,5,2,8,1,1.0,,1.0,,1.0,,,1.0,,,2.0,6.0,,2.0,1.0,,,80.0
14,"Urquhart, Gavin",5,1,4,9,,,,2.0,1.0,1.0,,1.0,,1.0,,1.0,7.0,,,4.0,,,72.0
36,"Watt, Shannon",8,2,4,12,,,1.0,3.0,3.0,1.0,2.0,,1.0,,,6.0,6.0,,,5.0,,,98.0
8,"Wells, Daniel",9,1,8,17,,1.0,,2.0,2.0,2.0,5.0,2.0,2.0,1.0,,12.0,6.0,,,,,1.0,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,167,58,97,264,11,9.0,39.0,76.0,27.0,49.0,31.0,45.0,20.0,20.0,,113.0,148.0,8.0,11.0,50.0,1.0,6.0,
Opposition,Opposition,199,79,92,291,17,8.0,57.0,62.0,38.0,48.0,49.0,44.0,20.0,20.0,,139.0,141.0,11.0,14.0,40.0,2.0,10.0,
