Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",11.0,1.0,5,16,1.0,1.0,,4.0,,,,,3.0,1.0,,,,,,,,,
25,"Bews, Andrew",5.0,2.0,13,18,,,,2.0,,,,,1.0,3.0,,,,,,,,,
1,"Champion, Richard",14.0,5.0,4,18,,,,3.0,,,,,3.0,,,,,,,,,,
5,"Chapman, Nathan",12.0,,9,21,,,,,,,,,1.0,1.0,,,,,,,,,
16,"Clarke, Matthew",6.0,6.0,3,9,,,15.0,,,,,,1.0,,,,,,,,,,
12,"Clarke, Troy",14.0,1.0,6,20,2.0,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,
20,"Craven, Danny",10.0,1.0,12,22,,,,3.0,,,,,1.0,1.0,,,,,,,,,
6,"Fletcher, Adrian",22.0,8.0,11,33,,2.0,,2.0,,,,,1.0,,,,,,,,,,
29,"Francis, Fabian",5.0,3.0,8,13,1.0,,,,,,,,1.0,,,,,,,,,,
32,"Hart, Shaun",10.0,1.0,3,13,,,,,,,,,,1.0,,,,,,,,,
41,"Kennedy, Matthew",11.0,4.0,9,20,,,,1.0,,,,,,,,,,,,,,,
15,"Lehmann, Troy",7.0,2.0,3,10,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,
17,"Leslie, Martin",5.0,1.0,10,15,,,1.0,2.0,,,,,2.0,1.0,,,,,,,,,
7,"McIvor, Scott",,,4,4,,,,,,,,,,1.0,,,,,,,,,
19,"McLean, Michael",10.0,,9,19,,,,1.0,,,,,1.0,3.0,,,,,,,,,
8,"Peos, Paul",4.0,2.0,7,11,1.0,,,,,,,,1.0,4.0,,,,,,,,,
22,"Scott, Chris",7.0,1.0,7,14,,,,6.0,,,,,,1.0,,,,,,,,,
38,"Scott, Dion",3.0,1.0,3,6,1.0,,,1.0,,,,,1.0,,,,,,,,,,
9,"Starcevich, Craig",9.0,6.0,4,13,2.0,2.0,,1.0,,,,,5.0,2.0,,,,,,,,,
3,"Voss, Michael",,,1,1,,,,1.0,,,,,,,,,,,,,,,
33,"White, Darryl",3.0,2.0,6,9,2.0,,1.0,,,,,,,1.0,,,,,,,,,
Totals,Totals,168.0,47.0,137,305,11.0,6.0,17.0,31.0,,,,,24.0,23.0,,,,,,,,,
Opposition,Opposition,218.0,76.0,137,355,20.0,14.0,13.0,27.0,,,,,23.0,24.0,6.0,,,,,,,,
