Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",4,,1,5,,,,2.0,,,,,,,,,,,,,,,
32,"Baldwin, Jason",15,3,11,26,,,,1.0,,,,,1.0,,,,,,,,,,
18,"Blakey, John",2,,7,9,,,,,,,,,2.0,1.0,,,,,,,,,
17,"Broderick, Paul",14,4,13,27,,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,
16,"Cormack, Joe",7,1,6,13,,,,1.0,,,,,3.0,1.0,,,,,,,,,
15,"Donato, David",9,2,6,15,,,,3.0,,,,,,,,,,,,,,,
2,"Dundas, Matthew",5,1,8,13,,,,,,,,,,1.0,,,,,,,,,
54,"Elliott, Jamie",,,1,1,,,,,,,,,,,,,,,,,,,
49,"Harding, Dean",14,6,4,18,2,2.0,,2.0,,,,,,1.0,,,,,,,,,
21,"Kappler, Darren",23,5,8,31,2,3.0,,3.0,,,,,1.0,2.0,,,,,,,,,
11,"Lynch, Alastair",13,5,2,15,1,3.0,,,,,,,,2.0,,,,,,,,,
29,"Lyon, Ross",5,2,11,16,2,,,2.0,,,,,1.0,1.0,,,,,,,,,
5,"McCormack, Brendan",6,3,3,9,3,2.0,,,,,,,,4.0,,,,,,,,,
25,"OConnell, David",7,6,9,16,,1.0,14.0,,,,,,3.0,4.0,,,,,,,,,
44,"Osborne, Richard",19,5,6,25,1,3.0,,3.0,,,,,1.0,,,,,,,,,,
28,"Paxman, Stephen",7,,,7,,,1.0,5.0,,,,,2.0,2.0,,,,,,,,,
1,"Roos, Paul",17,10,12,29,4,2.0,,,,,,,3.0,1.0,2.0,,,,,,,,
33,"Stephens, Brett",11,6,10,21,,,,2.0,,,,,4.0,1.0,,,,,,,,,
31,"Strooper, David",6,5,9,15,,2.0,,,,,,,,4.0,,,,,,,,,
8,"Wynd, Jim",14,1,14,28,,1.0,,3.0,,,,,3.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,65,141,339,15,21.0,15.0,30.0,,,,,25.0,27.0,2.0,,,,,,,,
Opposition,Opposition,194,75,143,337,18,16.0,27.0,24.0,,,,,27.0,25.0,4.0,,,,,,,,
