Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",22y 264d,31 (19-1-11 62.90%),23 (0.74),←,
8,"Bewick, Darren",26y 343d,135 (82-1-52 61.11%),211 (1.56),←,
14,"Calthorpe, David",20y 347d,29 (17-0-12 58.62%),23 (0.79),←,
36,"Cummings, Scott",20y 193d,6 (3-0-3 50.00%),23 (3.83),←,
6,"Daniher, Anthony",31y 190d,232 (123-1-108 53.23%),80 (0.34),117 (74-1-42 63.68%),18 (0.15)
7,"Daniher, Chris",28y 121d,63 (34-1-28 54.76%),16 (0.25),←,
30,"Delaney, Tony",18y 215d,11 (3-1-7 31.82%),3 (0.27),←,
38,"Denham, Sean",25y 92d,92 (52-1-39 57.07%),40 (0.43),48 (28-1-19 59.38%),19 (0.40)
29,"Grenvold, David",28y 146d,85 (55-1-29 65.29%),14 (0.16),←,
39,"Hardwick, Damien",21y 346d,14 (8-0-6 57.14%),5 (0.36),←,
20,"Kilpatrick, Glenn",21y 335d,24 (13-0-11 54.17%),3 (0.13),←,
25,"Manton, Glenn",21y 59d,20 (11-0-9 55.00%),3 (0.15),←,
24,"Misiti, Joe",19y 263d,38 (22-1-15 59.21%),17 (0.45),←,
41,"OConnor, Ryan",20y 33d,4 (2-0-2 50.00%),2 (0.50),←,
10,"ODonnell, Gary",29y 79d,153 (94-1-58 61.76%),53 (0.35),←,
47,"Olarenshaw, Ricky",21y 179d,25 (16-0-9 64.00%),6 (0.24),←,
3,"Salmon, Paul",29y 191d,194 (116-1-77 60.05%),469 (2.42),←,
12,"Symons, Michael",22y 317d,38 (25-0-13 65.79%),52 (1.37),←,
26,"Thompson, Mark",30y 253d,182 (118-2-62 65.38%),49 (0.27),←,
4,"Wanganeen, Gavin",21y 42d,79 (44-1-34 56.33%),37 (0.47),←,
35,"Young, Barry",24y 34d,64 (25-0-39 39.06%),34 (0.53),11 (6-0-5 54.55%),11 (1.00)
Totals,Totals,24y 53d,1519 (882-13-624 58.06%),1163 (0.77),,
C,"Sheedy, Kevin",46y 218d,325 (210-2-113 64.92%),,←,
