Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",16,3.0,7,23,,1.0,,1.0,,,,,3.0,1.0,,,,,,,,,
22,"Bain, David",14,1.0,11,25,,,,2.0,,,,,2.0,3.0,,,,,,,,,
11,"Buckley, Nathan",18,2.0,4,22,,1.0,,,,,,,1.0,,,,,,,,,,
1,"Champion, Richard",11,3.0,2,13,1.0,,1.0,,,,,,1.0,3.0,,,,,,,,,
5,"Chapman, Nathan",8,2.0,3,11,,,,,,,,,2.0,3.0,,,,,,,,,
12,"Clarke, Troy",9,2.0,9,18,,,,1.0,,,,,,,,,,,,,,,
6,"Fletcher, Adrian",12,7.0,17,29,2.0,,,2.0,,,,,3.0,,,,,,,,,,
4,"Gastev, John",6,1.0,14,20,,,,5.0,,,,,,1.0,,,,,,,,,
32,"Hart, Shaun",10,2.0,4,14,,,,1.0,,,,,1.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",11,2.0,3,14,1.0,,11.0,1.0,,,,,4.0,2.0,,,,,,,,,
23,"Leppitsch, Justin",5,,1,6,1.0,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,
17,"Leslie, Martin",3,,2,5,,,1.0,1.0,,,,,,1.0,,,,,,,,,
19,"McLean, Michael",6,,5,11,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
24,"Merrett, Roger",2,1.0,2,4,,2.0,3.0,,,,,,1.0,2.0,,,,,,,,,
27,"Murphy, Michael",5,3.0,2,7,1.0,1.0,,1.0,,,,,1.0,4.0,,,,,,,,,
26,"Noonan, Danny",9,3.0,3,12,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
8,"Peos, Paul",4,2.0,1,5,,2.0,,,,,,,1.0,1.0,,,,,,,,,
38,"Scott, Dion",4,4.0,3,7,,,1.0,,,,,,1.0,,,,,,,,,,
15,"Spargo, Paul",5,,6,11,,,,2.0,,,,,1.0,,,,,,,,,,
3,"Voss, Michael",13,5.0,9,22,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,
Totals,Totals,171,43.0,108,279,6.0,10.0,19.0,23.0,,,,,26.0,26.0,1.0,,,,,,,,
Opposition,Opposition,204,53.0,85,289,14.0,14.0,22.0,32.0,,,,,26.0,26.0,5.0,,,,,,,,
