Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
5,"Buckley, Nathan",23y 326d,75 (27-2-46 37.33%),74 (0.99),55 (23-2-30 43.64%),53 (0.96)
17,"Burns, Scott",21y 176d,31 (12-1-18 40.32%),4 (0.13),←,
28,"Crosisca, Gavin",27y 275d,172 (96-5-71 57.27%),49 (0.28),←,
39,"Crow, Scott",22y 181d,24 (10-0-14 41.67%),5 (0.21),11 (4-0-7 36.36%),3 (0.27)
9,"Francis, Matthew",25y 292d,24 (7-0-17 29.17%),14 (0.58),5 (3-0-2 60.00%),1 (0.20)
15,"Hassall, Jon",22y 307d,46 (19-2-25 43.48%),12 (0.26),←,
31,"Hotton, Trent",22y 198d,14 (3-0-11 21.43%),14 (1.00),←,
27,"McDonald, Alex",26y 124d,57 (30-0-27 52.63%),33 (0.58),11 (4-0-7 36.36%),9 (0.82)
1,"Monkhorst, Damian",26y 300d,147 (84-4-59 58.50%),29 (0.20),←,
6,"Patterson, Stephen",25y 164d,30 (12-1-17 41.67%),39 (1.30),←,
35,"Prestigiacomo, Simon",18y 137d,1 (0-0-1 0.00%),,←,
13,"Richardson, Alan",31y 30d,113 (60-4-49 54.87%),10 (0.09),←,
3,"Richardson, Mark",23y 229d,41 (21-1-19 52.44%),44 (1.07),←,
29,"Russell, Scott",26y 40d,134 (77-3-54 58.58%),83 (0.62),←,
12,"Schauble, Andrew",19y 212d,14 (6-0-8 42.86%),3 (0.21),←,
30,"Sharkey, Paul",22y 8d,16 (6-0-10 37.50%),1 (0.06),←,
18,"Walker, Lee",23y 130d,11 (3-1-7 31.82%),7 (0.64),←,
22,"Wild, Jason",20y 127d,17 (8-2-7 52.94%),3 (0.18),←,
10,"Williams, Paul",23y 74d,102 (52-2-48 51.96%),119 (1.17),←,
20,"Wilson, Ben",19y 112d,1 (0-0-1 0.00%),,←,
19,"Wright, Graham",28y 10d,162 (98-4-60 61.73%),99 (0.61),←,
Totals,Totals,23y 304d,1232 (631-32-569 51.22%),642 (0.52),,
C,"Shaw, Tony",35y 329d,11 (4-0-7 36.36%),,←,
