Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
9,"Anthony, John",20y 181d,4 (3-0-1 75.00%),9 (2.25),←,
16,"Brown, Nathan",19y 214d,16 (9-0-7 56.25%),3 (0.19),←,
40,"Bryan, Chris",26y 134d,37 (15-1-21 41.89%),19 (0.51),21 (12-0-9 57.14%),10 (0.48)
17,"Burns, Scott",33y 208d,259 (118-1-140 45.75%),149 (0.58),←,
18,"Clarke, Martin",20y 248d,26 (15-0-11 57.69%),7 (0.27),←,
32,"Cloke, Travis",21y 135d,70 (38-0-32 54.29%),78 (1.11),←,
4,"Didak, Alan",25y 154d,136 (76-0-60 55.88%),192 (1.41),←,
38,"Goldsack, Tyson",21y 57d,26 (13-0-13 50.00%),1 (0.04),←,
26,"Johnson, Ben",27y 104d,170 (90-0-80 52.94%),50 (0.29),←,
24,"Lockyer, Tarkyn",28y 262d,183 (88-0-95 48.09%),106 (0.58),←,
8,"Lumumba, Heritier",21y 246d,52 (30-0-22 57.69%),3 (0.06),←,
5,"Maxwell, Nick",25y 45d,87 (47-0-40 54.02%),20 (0.23),←,
7,"Medhurst, Paul",26y 220d,132 (69-0-63 52.27%),234 (1.77),33 (19-0-14 57.58%),68 (2.06)
11,"OBree, Shane",29y 125d,208 (104-0-104 50.00%),79 (0.38),189 (95-0-94 50.26%),76 (0.40)
10,"Pendlebury, Scott",20y 193d,47 (26-0-21 55.32%),32 (0.68),←,
39,"Shaw, Heath",22y 234d,69 (38-0-31 55.07%),16 (0.23),←,
22,"Shaw, Rhyce",26y 276d,90 (47-0-43 52.22%),19 (0.21),←,
36,"Swan, Dane",24y 144d,92 (48-0-44 52.17%),49 (0.53),←,
13,"Thomas, Dale",21y 27d,57 (33-0-24 57.89%),49 (0.86),←,
14,"Wakelin, Shane",33y 341d,247 (120-2-125 48.99%),20 (0.08),153 (79-0-74 51.63%),1 (0.01)
21,"Wellingham, Sharrod",20y 11d,8 (5-0-3 62.50%),4 (0.50),←,
19,"Wood, Cameron",21y 136d,28 (9-0-19 32.14%),6 (0.21),12 (6-0-6 50.00%),6 (0.50)
Totals,Totals,24y 168d,2044 (1041-4-999 50.93%),1145 (0.56),,
C,"Malthouse, Mick",54y 336d,580 (324-4-252 56.21%),,202 (101-0-101 50.00%),
