Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
21,"Berry, Sam",19y 43d,2 (1-0-1 50.00%),,←,
41,"Butts, Jordon",21y 86d,4 (2-0-2 50.00%),,←,
39,"Doedee, Tom",24y 26d,32 (12-0-20 37.50%),2 (0.06),←,
22,"Frampton, Billy",24y 127d,10 (3-0-7 30.00%),11 (1.10),7 (2-0-5 28.57%),7 (1.00)
17,"Hamill, Will",20y 130d,10 (1-0-9 10.00%),,←,
1,"Jones, Chayce",21y 72d,24 (4-0-20 16.67%),9 (0.38),←,
2,"Keays, Ben",24y 32d,48 (10-0-38 20.83%),15 (0.31),18 (4-0-14 22.22%),4 (0.22)
29,"Laird, Rory",27y 88d,162 (88-1-73 54.63%),15 (0.09),←,
27,"Lynch, Tom",30y 193d,154 (86-1-67 56.17%),196 (1.27),148 (82-1-65 55.74%),192 (1.30)
14,"Mackay, David",32y 245d,231 (131-1-99 56.93%),62 (0.27),←,
23,"McAdam, Shane",25y 303d,15 (4-0-11 26.67%),17 (1.13),←,
25,"McHenry, Ned",20y 257d,10 (1-0-9 10.00%),2 (0.20),←,
36,"McPherson, Andrew",21y 280d,11 (3-0-8 27.27%),,←,
4,"Murphy, Lachlan",22y 113d,46 (19-0-27 41.30%),39 (0.85),←,
28,"Murray, Nick",20y 99d,1 (0-0-1 0.00%),,←,
43,"OBrien, Reilly",25y 219d,39 (15-0-24 38.46%),3 (0.08),←,
31,"Rowe, James",21y 191d,2 (1-0-1 50.00%),2 (1.00),←,
26,"Schoenberg, Harry",20y 34d,10 (4-0-6 40.00%),4 (0.40),←,
11,"Seedsman, Paul",29y 64d,112 (57-1-54 51.34%),54 (0.48),63 (30-1-32 48.41%),37 (0.59)
38,"Sholl, Lachlan",21y 20d,10 (4-0-6 40.00%),2 (0.20),←,
9,"Sloane, Rory",31y 10d,213 (118-1-94 55.63%),127 (0.60),←,
33,"Smith, Brodie",29y 72d,185 (103-1-81 55.95%),62 (0.34),←,
13,"Walker, Taylor",30y 336d,205 (109-1-95 53.41%),452 (2.20),←,
Totals,Totals,24y 196d,1536 (776-7-753 50.52%),1074 (0.70),,
C,"Nicks, Matthew",45y 318d,19 (4-0-15 21.05%),,←,
