Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Bond, Chris",17,2,4,21,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
11,"Bowden, Joel",16,6,8,24,1,,,2.0,,,,,,,,,,,,,,,
17,"Broderick, Paul",8,2,6,14,1,,1.0,2.0,,,,,,,,,,,,,,,
21,"Bulluss, Paul",11,5,11,22,,,1.0,,,,,,2.0,1.0,,,,,,,,,
15,"Charles, Justin",5,1,3,8,,2.0,10.0,1.0,,,,,2.0,,,,,,,,,,
10,"Daffy, Nick",14,3,5,19,1,,,3.0,,,,,,,,,,,,,,,
25,"Gale, Brendon",13,12,11,24,,,19.0,1.0,,,,,3.0,1.0,,,,,,,,,
1,"Gale, Michael",14,2,7,21,,,,,,,,,3.0,,,,,,,,,,
2,"Gaspar, Darren",11,3,5,16,,,2.0,,,,,,2.0,,1.0,,,,,,,,
20,"Harrison, Ben",8,,2,10,,,,,,,,,1.0,,,,,,,,,,
39,"Jewell, Nick",4,1,1,5,,,,,,,,,,1.0,,,,,,,,,
3,"Kellaway, Duncan",9,2,5,14,,,,3.0,,,,,1.0,3.0,,,,,,,,,
33,"Knights, Matthew",13,3,8,21,,,,4.0,,,,,,2.0,,,,,,,,,
8,"Merenda, Mark",4,,1,5,,,,1.0,,,,,,1.0,,,,,,,,,
28,"Moore, Ben",4,,1,5,,1.0,,,,,,,1.0,,,,,,,,,,
6,"Naish, Chris",5,,1,6,,1.0,,2.0,,,,,,,,,,,,,,,
13,"Powell, Robert",7,1,6,13,1,1.0,,,,,,,1.0,,,,,,,,,,
7,"Prescott, Ashley",10,3,3,13,,1.0,,1.0,,,,,,2.0,,,,,,,,,
12,"Richardson, Matthew",7,3,3,10,1,2.0,,,,,,,,1.0,,,,,,,,,
4,"Rogers, Matthew",12,5,1,13,,,,2.0,,,,,1.0,1.0,,,,,,,,,
29,"Torney, Jason",8,2,3,11,,,,,,,,,,4.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,56,95,295,5,12.0,33.0,23.0,,,,,19.0,18.0,1.0,,,,,,,,
Opposition,Opposition,211,81,136,347,12,13.0,24.0,27.0,,,,,18.0,19.0,5.0,,,,,,,,
