Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Breust, Luke",3,3,9,12,2,,,7.0,,1.0,,3.0,,2.0,,8.0,6.0,,3.0,1.0,,,80.0
24,"Cousins, James",19,3,8,27,,,,4.0,3.0,7.0,5.0,2.0,1.0,1.0,,10.0,17.0,,,,3.0,1.0,72.0
8,"Frost, Sam",7,3,9,16,,,,1.0,4.0,1.0,,4.0,,1.0,,6.0,9.0,,,4.0,,,87.0
30,"Greaves, Damon",,,,,,,,,,,,,,,,,,,,,,,
19,"Gunston, Jack",6,1,1,7,,,,2.0,2.0,,1.0,1.0,,,,1.0,5.0,,1.0,,,,79.0
13,"Hanrahan, Oliver",4,2,10,14,1,1.0,,,,1.0,,1.0,,1.0,,6.0,6.0,,1.0,,,1.0,80.0
15,"Hardwick, Blake",18,2,5,23,,,,1.0,6.0,2.0,,3.0,3.0,,,7.0,11.0,1.0,,5.0,,1.0,81.0
28,"Hartigan, Kyle",7,3,7,14,,,,,3.0,1.0,,4.0,1.0,1.0,,7.0,7.0,1.0,,5.0,,,93.0
4,"Impey, Jarman",13,6,10,23,,,,7.0,2.0,3.0,1.0,2.0,,1.0,,3.0,19.0,,,2.0,,,80.0
39,"Jeka, Emerson",2,2,,2,,1.0,,3.0,,1.0,,,,,,2.0,1.0,1.0,1.0,1.0,,,85.0
29,"Jiath, Changkuoth",7,5,6,13,,,,1.0,5.0,,,,,,,5.0,9.0,,,2.0,,,87.0
34,"Koschitzke, Jacob",5,3,6,11,2,,1.0,1.0,,3.0,,,,,,6.0,4.0,,2.0,2.0,,,85.0
2,"Lewis, Mitch",2,1,2,4,1,,3.0,3.0,1.0,1.0,,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,4.0,,,84.0
32,"Maginness, Finn",5,1,7,12,,,,5.0,,5.0,3.0,2.0,,,,7.0,5.0,,,3.0,,1.0,81.0
7,"McEvoy, Ben",3,7,12,15,1,,23.0,3.0,,,2.0,,1.0,,,6.0,9.0,2.0,2.0,2.0,,,82.0
3,"Mitchell, Tom",13,7,25,38,,1.0,,5.0,3.0,4.0,5.0,4.0,,1.0,,13.0,26.0,,,1.0,,1.0,87.0
36,"Moore, Dylan",13,9,5,18,1,,,2.0,1.0,3.0,,3.0,,1.0,,3.0,15.0,,1.0,,,1.0,80.0
1,"Morrison, Harry",10,7,6,16,,,,,,1.0,,2.0,,2.0,,,17.0,,,,,1.0,85.0
23,"OBrien, Tim",8,3,5,13,,,,2.0,3.0,2.0,,2.0,,1.0,,2.0,11.0,,,5.0,,,85.0
21,"Phillips, Tom",8,3,12,20,,,,3.0,3.0,1.0,2.0,1.0,1.0,,,9.0,12.0,,,,,,73.0
14,"Scrimshaw, Jack",17,8,16,33,,,,1.0,4.0,4.0,2.0,4.0,,,,4.0,27.0,,,1.0,2.0,1.0,81.0
26,"Shiels, Liam",15,7,8,23,1,1.0,,8.0,1.0,2.0,,4.0,1.0,1.0,,5.0,18.0,,1.0,1.0,,,77.0
5,"Worpel, James",20,3,13,33,,,,7.0,3.0,6.0,11.0,5.0,1.0,,,17.0,15.0,,,1.0,1.0,1.0,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,89,182,387,9,5.0,27.0,66.0,44.0,49.0,32.0,49.0,10.0,14.0,,130.0,250.0,6.0,13.0,40.0,6.0,9.0,
Opposition,Opposition,250,110,200,450,19,14.0,51.0,54.0,40.0,66.0,42.0,36.0,14.0,10.0,6.0,157.0,291.0,12.0,18.0,58.0,6.0,15.0,
