Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alexander, Colin",2,1,5,7,,,,1.0,,,,,,,,,,,,,,,
10,"Ashcroft, Marcus",19,3,3,22,3,5.0,,1.0,,,,,1.0,2.0,,,,,,,,,
22,"Bain, David",20,4,10,30,,3.0,,2.0,,,,,1.0,2.0,1.0,,,,,,,,
25,"Campbell, Matthew",4,2,4,8,,,,,,,,,,1.0,,,,,,,,,
1,"Champion, Richard",7,3,7,14,,,1.0,,,,,,2.0,2.0,,,,,,,,,
12,"Clarke, Troy",13,2,12,25,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
4,"Gastev, John",10,4,13,23,,,,3.0,,,,,2.0,1.0,,,,,,,,,
34,"Green, Ashley",3,,2,5,,,,1.0,,,,,,,,,,,,,,,
32,"Hart, Shaun",9,4,4,13,,,,1.0,,,,,1.0,1.0,,,,,,,,,
11,"Hutton, John",2,1,1,3,1,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,
16,"Luhrs, Simon",2,,1,3,,,,,,,,,,1.0,,,,,,,,,
19,"McLean, Michael",21,4,9,30,,,,,,,,,4.0,3.0,2.0,,,,,,,,
40,"McLuckie, Steven",15,5,3,18,,,,3.0,,,,,1.0,,,,,,,,,,
24,"Merrett, Roger",10,8,4,14,3,2.0,9.0,1.0,,,,,1.0,1.0,,,,,,,,,
26,"Noonan, Danny",7,3,8,15,,,,2.0,,,,,2.0,2.0,,,,,,,,,
5,"Owen, Rod",9,4,5,14,,1.0,1.0,1.0,,,,,1.0,3.0,,,,,,,,,
44,"Palfreyman, Nigel",11,3,4,15,1,2.0,,2.0,,,,,1.0,2.0,,,,,,,,,
6,"Retzlaff, Brendon",8,6,9,17,,,,1.0,,,,,1.0,,,,,,,,,,
33,"White, Darryl",8,4,7,15,1,,12.0,1.0,,,,,1.0,2.0,3.0,,,,,,,,
18,"Worsfold, Peter",7,4,10,17,1,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,65,121,308,11,16.0,24.0,21.0,,,,,21.0,25.0,6.0,,,,,,,,
Opposition,Opposition,172,43,95,267,8,10.0,14.0,21.0,,,,,25.0,21.0,,,,,,,,,
