Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",30y 143d,179 (100-0-79 55.87%),23 (0.13),←,
44,"Bock, Nathan",24y 40d,46 (27-0-19 58.70%),32 (0.70),←,
24,"Burton, Brett",28y 360d,138 (75-0-63 54.35%),190 (1.38),←,
11,"Doughty, Michael",27y 267d,105 (67-0-38 63.81%),29 (0.28),←,
26,"Douglas, Richard",20y 82d,8 (5-0-3 62.50%),1 (0.13),←,
9,"Edwards, Tyson",30y 266d,248 (136-0-112 54.84%),157 (0.63),←,
36,"Goodwin, Simon",30y 124d,199 (115-0-84 57.79%),113 (0.57),←,
6,"Griffin, Jonathon",21y 105d,5 (3-0-2 60.00%),,←,
13,"Hudson, Ben",28y 64d,38 (23-0-15 60.53%),5 (0.13),←,
21,"Knights, Chris",20y 216d,17 (13-0-4 76.47%),2 (0.12),←,
39,"Mattner, Martin",24y 266d,84 (52-0-32 61.90%),13 (0.15),←,
23,"McLeod, Andrew",30y 268d,265 (144-0-121 54.34%),241 (0.91),←,
22,"Perrie, Ian",28y 20d,107 (62-0-45 57.94%),121 (1.13),←,
40,"Porplyzia, Jason",22y 153d,14 (10-0-4 71.43%),12 (0.86),←,
33,"Reilly, Brent",23y 168d,73 (47-0-26 64.38%),32 (0.44),←,
25,"Rutten, Ben",23y 336d,65 (44-0-21 67.69%),5 (0.08),←,
12,"Shirley, Robert",26y 324d,102 (59-0-43 57.84%),20 (0.20),←,
27,"Stevens, Scott",25y 104d,61 (29-1-31 48.36%),42 (0.69),36 (19-0-17 52.78%),25 (0.69)
5,"Thompson, Scott",24y 46d,91 (55-0-36 60.44%),69 (0.76),52 (37-0-15 71.15%),52 (1.00)
15,"Torney, Jason",29y 317d,177 (96-1-80 54.52%),27 (0.15),59 (37-0-22 62.71%),11 (0.19)
7,"van Berlo, Nathan",20y 327d,35 (24-0-11 68.57%),9 (0.26),←,
28,"Vince, Bernie",21y 209d,7 (6-0-1 85.71%),1 (0.14),←,
Totals,Totals,25y 241d,2064 (1192-2-870 57.75%),1144 (0.55),,
C,"Craig, Neil",51y 108d,63 (42-0-21 66.67%),,←,
