Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",23y 281d,104 (53-1-50 51.44%),7 (0.07),←,
14,"Bedford, Toby",24y 306d,63 (42-0-21 66.67%),33 (0.52),45 (30-0-15 66.67%),24 (0.53)
32,"Briggs, Kieren",25y 174d,52 (31-0-21 59.62%),10 (0.19),←,
44,"Buckley, Jack",27y 102d,69 (38-1-30 55.80%),1 (0.01),←,
5,"Cadman, Aaron",21y 26d,38 (24-0-14 63.16%),39 (1.03),←,
17,"Callaghan, Finn",21y 337d,53 (29-0-24 54.72%),9 (0.17),←,
3,"Coniglio, Stephen",31y 104d,220 (103-1-116 47.05%),123 (0.56),←,
16,"Daniels, Brent",26y 20d,109 (62-0-47 56.88%),72 (0.66),←,
12,"Green, Tom",24y 65d,94 (46-1-47 49.47%),37 (0.39),←,
4,"Greene, Toby",31y 185d,242 (117-2-123 48.76%),381 (1.57),←,
27,"Himmelberg, Harry",28y 325d,180 (99-2-79 55.56%),161 (0.89),←,
23,"Hogan, Jesse",30y 45d,166 (79-0-87 47.59%),355 (2.14),76 (38-0-38 50.00%),185 (2.43)
39,"Idun, Connor",24y 243d,96 (50-1-45 52.60%),,←,
2,"Jones, Darcy",20y 360d,17 (10-0-7 58.82%),14 (0.82),←,
25,"Keeffe, Lachlan",34y 349d,119 (62-0-57 52.10%),20 (0.17),79 (37-0-42 46.84%),13 (0.16)
22,"Kelly, Josh",30y 45d,218 (115-3-100 53.44%),139 (0.64),←,
33,"OHalloran, Xavier",24y 261d,70 (36-1-33 52.14%),27 (0.39),←,
18,"Stone, Conor",22y 341d,16 (7-0-9 43.75%),4 (0.25),←,
20,"Stringer, Jake",30y 338d,213 (104-1-108 49.06%),367 (1.72),1 (0-0-1 0.00%),
15,"Taylor, Sam",25y 328d,114 (63-0-51 55.26%),2 (0.02),←,
8,"Ward, Callan",34y 353d,318 (144-4-170 45.91%),158 (0.50),258 (112-4-142 44.19%),125 (0.48)
10,"Wehr, Jacob",26y 267d,28 (14-0-14 50.00%),5 (0.18),←,
6,"Whitfield, Lachie",30y 254d,237 (119-4-114 51.05%),71 (0.30),←,
Totals,Totals,27y 47d,2836 (1447-22-1367 51.02%),2035 (0.72),,
C,"Kingsley, Adam",49y 221d,54 (32-0-22 59.26%),,←,
