Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Anderson, Greg",10,3,6,16,,,,,,,,,1.0,1.0,,,,,,,,,
26,"Bickley, Mark",19,6,15,34,,1.0,,1.0,,,,,,,,,,,,,,,
21,"Brown, David",11,2,7,18,2,1.0,,1.0,,,,,,,,,,,,,,,
19,"Chalmers, Brett",6,3,1,7,,,2.0,,,,,,1.0,2.0,,,,,,,,,
50,"Groom, Chris",,,,,,,,,,,,,,,,,,,,,,,
9,"Hall, Tony",8,7,4,12,1,3.0,,,,,,,,2.0,,,,,,,,,
34,"Hart, Ben",11,3,7,18,,,,1.0,,,,,3.0,,,,,,,,,,
35,"Jameson, Rod",12,,7,19,,,,,,,,,4.0,1.0,,,,,,,,,
2,"Jarman, Andrew",14,4,20,34,2,,,1.0,,,,,,2.0,2.0,,,,,,,,
27,"Liptak, Matthew",12,1,12,24,2,,,1.0,,,,,,2.0,,,,,,,,,
10,"McDermott, Chris",12,6,23,35,,,,2.0,,,,,2.0,,1.0,,,,,,,,
11,"McGuinness, Tony",19,4,11,30,,1.0,,1.0,,,,,3.0,1.0,3.0,,,,,,,,
6,"Modra, Tony",9,3,1,10,5,1.0,,,,,,,2.0,1.0,,,,,,,,,
15,"Pittman, David",4,3,9,13,,,9.0,1.0,,,,,,1.0,,,,,,,,,
45,"Rouvray, Paul",7,2,3,10,,,,1.0,,,,,2.0,1.0,,,,,,,,,
40,"Schwerdt, Stephen",1,1,3,4,,,,,,,,,,,,,,,,,,,
7,"Smart, Nigel",8,4,9,17,1,3.0,1.0,1.0,,,,,,1.0,,,,,,,,,
4,"Tasker, Sean",3,1,4,7,,,,,,,,,,,,,,,,,,,
12,"Tregenza, Simon",16,1,10,26,,,,,,,,,1.0,2.0,,,,,,,,,
49,"Viska, Mark",2,,4,6,,,,2.0,,,,,2.0,,,,,,,,,,
33,"Weidemann, Wayne",9,2,3,12,2,1.0,,1.0,,,,,,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,56,159,352,15,14.0,12.0,14.0,,,,,21.0,20.0,6.0,,,,,,,,
Opposition,Opposition,204,78,101,305,11,11.0,31.0,11.0,,,,,20.0,21.0,,,,,,,,,
