Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",22y 136d,49 (30-0-19 61.22%),13 (0.27),←,
41,"Anstey, Jacob",19y 166d,6 (4-0-2 66.67%),4 (0.67),←,
21,"Bradley, Craig",33y 262d,260 (162-2-96 62.69%),191 (0.73),←,
16,"Camporeale, Scott",21y 335d,54 (39-0-15 72.22%),36 (0.67),←,
34,"De Iulio, Ron",25y 88d,66 (41-0-25 62.12%),52 (0.79),←,
35,"Dean, Peter",32y 125d,228 (144-1-83 63.38%),33 (0.14),←,
36,"Hamill, Aaron",19y 326d,17 (8-0-9 47.06%),8 (0.47),←,
9,"Hickmott, Adrian",25y 104d,83 (53-0-30 63.86%),42 (0.51),33 (21-0-12 63.64%),18 (0.55)
33,"Hogg, Matthew",28y 203d,145 (79-3-63 55.52%),36 (0.25),86 (55-1-30 64.53%),32 (0.37)
4,"Kernahan, Stephen",33y 314d,247 (155-2-90 63.16%),735 (2.98),←,
43,"Koutoufides, Anthony",24y 175d,100 (64-1-35 64.50%),70 (0.70),←,
22,"Manton, Glenn",24y 41d,72 (45-0-27 62.50%),23 (0.32),51 (34-0-17 66.67%),19 (0.37)
5,"McKay, Andrew",26y 363d,101 (68-1-32 67.82%),17 (0.17),←,
18,"Murphy, Justin",21y 79d,43 (26-0-17 60.47%),47 (1.09),31 (17-0-14 54.84%),38 (1.23)
27,"OSullivan, Luke",29y 106d,59 (32-0-27 54.24%),55 (0.93),←,
19,"Pearce, Brad",25y 330d,46 (32-0-14 69.57%),92 (2.00),44 (32-0-12 72.73%),91 (2.07)
7,"Ratten, Brett",26y 1d,135 (83-0-52 61.48%),33 (0.24),←,
14,"Sexton, Michael",26y 129d,145 (92-1-52 63.79%),15 (0.10),←,
1,"Silvagni, Stephen",30y 42d,223 (146-1-76 65.70%),141 (0.63),←,
8,"Whitnall, Lance",17y 323d,13 (7-0-6 53.85%),17 (1.31),←,
2,"Williams, Greg",33y 285d,249 (149-1-99 60.04%),216 (0.87),108 (73-1-34 68.06%),88 (0.81)
Totals,Totals,26y 48d,2341 (1459-13-869 62.32%),1876 (0.80),,
C,"Parkin, David",54y 303d,438 (263-2-173 60.27%),,275 (176-2-97 64.36%),
