Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Burns, Scott",7,1,14,21,1,,,2.0,1.0,1.0,7.0,2.0,,2.0,,15.0,6.0,,1.0,1.0,,1.0,100.0
8,"Clement, James",15,5,3,18,,,,1.0,8.0,1.0,,2.0,1.0,1.0,,4.0,13.0,1.0,,3.0,1.0,1.0,100.0
33,"Cloke, Cameron",4,4,2,6,,,1.0,1.0,2.0,,1.0,1.0,1.0,,,2.0,5.0,1.0,,2.0,,,76.0
34,"Cloke, Jason",10,5,7,17,,,,1.0,3.0,3.0,2.0,1.0,3.0,1.0,,9.0,9.0,,,6.0,,,100.0
13,"Cole, Richard",11,5,3,14,,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,,,5.0,9.0,,,2.0,2.0,,100.0
4,"Didak, Alan",17,3,2,19,3,2.0,,3.0,,5.0,,2.0,,,,8.0,8.0,1.0,2.0,4.0,,,83.0
25,"Fraser, Josh",8,4,2,10,1,,19.0,1.0,,3.0,2.0,2.0,3.0,2.0,,4.0,5.0,1.0,,2.0,,,82.0
6,"Holland, Brodie",11,5,5,16,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,3.0,13.0,,,2.0,,,100.0
26,"Johnson, Ben",13,5,7,20,,1.0,,2.0,6.0,3.0,3.0,1.0,2.0,1.0,,9.0,11.0,,,1.0,,,100.0
32,"King, David",2,,,2,,,,,,1.0,1.0,2.0,,,,2.0,,,,1.0,,,14.0
18,"Licuria, Paul",10,1,9,19,,1.0,,3.0,1.0,5.0,4.0,3.0,,2.0,,10.0,9.0,,,,1.0,,92.0
29,"Lokan, Matthew",4,1,4,8,1,1.0,,,,2.0,1.0,2.0,,2.0,,4.0,3.0,,,,,,78.0
3,"Lonie, Ryan",4,2,3,7,,,,3.0,2.0,,,1.0,,,,2.0,5.0,,,1.0,2.0,,75.0
27,"McGough, Mark",18,7,11,29,2,,,2.0,,6.0,7.0,3.0,,,2.0,12.0,14.0,,,3.0,,,83.0
11,"OBree, Shane",13,5,3,16,,,,1.0,,6.0,1.0,6.0,1.0,2.0,,2.0,14.0,,,,1.0,1.0,81.0
35,"Prestigiacomo, Simon",3,2,1,4,,,,,2.0,,,1.0,,1.0,,1.0,2.0,,,5.0,,,84.0
21,"Richards, Guy",2,3,3,5,,1.0,5.0,,,,,1.0,1.0,1.0,,1.0,3.0,,1.0,4.0,,,33.0
23,"Rocca, Anthony",12,11,6,18,2,4.0,,,,5.0,1.0,1.0,,,,13.0,5.0,7.0,5.0,2.0,,1.0,100.0
22,"Shaw, Rhyce",2,2,,2,,,,,,,,,,,,,2.0,,,,,,20.0
36,"Swan, Dane",11,4,6,17,,,,3.0,5.0,,2.0,,1.0,,,7.0,9.0,,,1.0,,,98.0
14,"Wakelin, Shane",5,2,,5,,,,1.0,3.0,,,,,,,1.0,4.0,,,8.0,,,100.0
2,"Woewodin, Shane",18,5,5,23,1,,,3.0,2.0,3.0,6.0,2.0,,2.0,,13.0,8.0,1.0,1.0,3.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,82,96,296,11,13.0,26.0,30.0,39.0,47.0,39.0,35.0,16.0,18.0,2.0,127.0,157.0,12.0,10.0,51.0,7.0,4.0,
Opposition,Opposition,203,104,107,310,17,10.0,37.0,39.0,35.0,51.0,27.0,40.0,18.0,16.0,4.0,114.0,188.0,17.0,19.0,55.0,10.0,8.0,
