Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Bateman, Chance",6,3.0,13,19,3.0,1.0,1.0,5.0,,4.0,1.0,,1.0,,,7,13,1.0,1.0,2,,2.0,74.0
14,"Birchall, Grant",11,4.0,8,19,,,,,2.0,3.0,1.0,2.0,1.0,,,5,14,,,4,1.0,1.0,86.0
17,"Bruce, Cameron",6,4.0,9,15,,,,2.0,,3.0,1.0,2.0,,1.0,,4,10,,,1,,,81.0
9,"Burgoyne, Shaun",7,3.0,7,14,1.0,,,6.0,2.0,2.0,1.0,4.0,,1.0,,6,8,1.0,1.0,4,1.0,,85.0
8 ↑,"Ellis, Xavier",6,,4,10,,,,,2.0,2.0,,2.0,,1.0,,3,6,,,1,,,39.0
23,"Franklin, Lance",8,5.0,6,14,3.0,1.0,,5.0,1.0,1.0,,,1.0,,,2,12,,2.0,2,1.0,1.0,96.0
6,"Gibson, Josh",4,1.0,12,16,,,,2.0,2.0,1.0,,3.0,1.0,2.0,,6,9,,,8,,,97.0
27,"Gilham, Stephen",7,4.0,4,11,,,,2.0,3.0,,,2.0,,,,3,8,2.0,,8,,,95.0
18,"Guerra, Brent",8,4.0,9,17,1.0,,,1.0,3.0,2.0,,3.0,1.0,1.0,,3,14,,1.0,3,,,84.0
20,"Hale, David",3,4.0,8,11,2.0,,12.0,2.0,,1.0,2.0,2.0,2.0,2.0,,5,7,1.0,1.0,2,,1.0,92.0
15,"Hodge, Luke",7,4.0,5,12,,,2.0,,3.0,1.0,1.0,3.0,1.0,2.0,,5,7,1.0,,7,,,88.0
4,"Ladson, Rick",10,2.0,4,14,,,,4.0,1.0,,4.0,3.0,1.0,2.0,,6,9,,,1,,,87.0
3,"Lewis, Jordan",7,3.0,7,14,,,,1.0,2.0,4.0,1.0,2.0,2.0,1.0,,9,9,,,4,,4.0,85.0
5,"Mitchell, Sam",19,4.0,10,29,,1.0,,7.0,3.0,5.0,4.0,4.0,2.0,2.0,,13,18,,1.0,4,,1.0,90.0
34 ↓,"Renouf, Brent",1,2.0,7,8,,,12.0,2.0,,,1.0,3.0,,3.0,,4,4,1.0,,2,,,47.0
33,"Rioli, Cyril",11,4.0,8,19,,1.0,,5.0,1.0,5.0,2.0,2.0,1.0,,,9,11,,,2,,1.0,60.0
2,"Roughead, Jarryd",10,6.0,7,17,3.0,1.0,6.0,3.0,,3.0,2.0,2.0,1.0,1.0,,10,7,3.0,3.0,3,,1.0,97.0
21,"Savage, Shane",9,3.0,8,17,1.0,,,2.0,2.0,3.0,,,2.0,,,6,12,,,3,1.0,,85.0
12,"Sewell, Brad",12,3.0,15,27,,1.0,,3.0,,6.0,10.0,2.0,2.0,1.0,,15,12,,,2,,,83.0
26,"Shiels, Liam",12,4.0,9,21,,1.0,,4.0,1.0,5.0,2.0,1.0,1.0,,,9,15,,,2,,,85.0
31,"Suckling, Matt",19,5.0,9,28,,,,1.0,7.0,3.0,,2.0,2.0,,2.0,7,18,,,4,,,76.0
11,"Young, Clinton",14,5.0,6,20,1.0,1.0,,2.0,1.0,4.0,1.0,4.0,1.0,,,7,14,,,2,2.0,,88.0
Totals,Totals,197,77.0,175,372,15.0,8.0,33.0,59.0,36.0,58.0,34.0,48.0,23.0,20.0,2.0,144,237,10.0,10.0,71,6.0,12.0,
Opposition,Opposition,233,119.0,178,411,17.0,15.0,41.0,65.0,42.0,57.0,39.0,44.0,20.0,21.0,4.0,156,260,19.0,11.0,52,6.0,10.0,
