Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",26y 290d,48 (23-1-24 48.96%),4 (0.08),30 (16-1-13 55.00%),
7,"Burgoyne, Peter",24y 88d,93 (44-2-47 48.39%),96 (1.03),←,
9,"Carr, Josh",21y 363d,43 (25-1-17 59.30%),25 (0.58),←,
12,"Cockatoo-Collins, Che",27y 53d,126 (72-3-51 58.33%),182 (1.44),41 (25-0-16 60.98%),73 (1.78)
35,"Cornes, Chad",22y 166d,56 (29-1-26 52.68%),55 (0.98),←,
18,"Cornes, Kane",19y 112d,8 (4-0-4 50.00%),1 (0.13),←,
10,"Francou, Josh",27y 263d,111 (54-3-54 50.00%),54 (0.49),←,
31,"French, Barnaby",26y 153d,45 (19-1-25 43.33%),15 (0.33),←,
34,"Guerra, Brent",19y 333d,36 (23-0-13 63.89%),22 (0.61),←,
11,"Hardwick, Damien",29y 252d,157 (104-1-52 66.56%),13 (0.08),4 (3-0-1 75.00%),
38,"James, Roger",26y 188d,82 (42-2-38 52.44%),53 (0.65),←,
29,"Kingsley, Adam",26y 250d,98 (50-2-46 52.04%),23 (0.23),←,
5,"Lade, Brendon",25y 291d,72 (33-2-37 47.22%),49 (0.68),←,
33,"Mead, Darren",31y 29d,114 (56-3-55 50.44%),8 (0.07),←,
3,"Montgomery, Brett",28y 330d,111 (66-2-43 60.36%),77 (0.69),51 (26-1-24 51.96%),23 (0.45)
27,"Poulton, Jared",25y 6d,38 (18-1-19 48.68%),10 (0.26),←,
6,"Schofield, Jarrad",27y 87d,131 (74-1-56 56.87%),92 (0.70),68 (35-1-32 52.21%),58 (0.85)
24,"Stevens, Michael",21y 171d,12 (5-0-7 41.67%),1 (0.08),←,
36,"Stevens, Nick",22y 114d,86 (43-2-41 51.16%),56 (0.65),←,
16,"Tredrea, Warren",23y 124d,87 (43-1-43 50.00%),164 (1.89),←,
2,"Wakelin, Darryl",27y 259d,143 (71-1-71 50.00%),9 (0.06),28 (18-0-10 64.29%),1 (0.04)
4,"Wanganeen, Gavin",28y 313d,217 (121-5-91 56.91%),143 (0.66),90 (48-2-40 54.44%),80 (0.89)
Totals,Totals,25y 176d,1914 (1019-35-860 53.24%),1152 (0.60),,
C,"Williams, Mark",43y 249d,73 (37-1-35 51.37%),,←,
