Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
14,"Bugg, Tomas",21y 70d,39 (6-0-33 15.38%),9 (0.23),←,
18,"Cameron, Jeremy",21y 74d,47 (6-0-41 12.77%),114 (2.43),←,
3,"Coniglio, Stephen",20y 181d,41 (6-0-35 14.63%),12 (0.29),←,
1,"Davis, Phil",23y 288d,55 (16-0-39 29.09%),6 (0.11),37 (5-0-32 13.51%),5 (0.14)
48,"Frost, Sam",20y 290d,16 (4-0-12 25.00%),2 (0.13),←,
33,"Hoskin-Elliott, Will",20y 285d,29 (3-0-26 10.34%),22 (0.76),←,
32,"Hunt, Josh",32y 92d,206 (137-1-68 66.75%),31 (0.15),8 (3-0-5 37.50%),2 (0.25)
22,"Kelly, Josh",19y 122d,8 (2-0-6 25.00%),7 (0.88),←,
39,"Mohr, Tim",25y 238d,38 (3-0-35 7.89%),1 (0.03),←,
41,"Mumford, Shane",27y 344d,107 (72-2-33 68.22%),41 (0.38),7 (3-0-4 42.86%),2 (0.29)
7,"Palmer, Rhys",25y 121d,86 (24-0-62 27.91%),50 (0.58),33 (3-0-30 9.09%),27 (0.82)
12,"Patton, Jonathon",21y 25d,22 (4-0-18 18.18%),25 (1.14),←,
9,"Scully, Tom",23y 30d,83 (19-1-63 23.49%),26 (0.31),52 (6-0-46 11.54%),20 (0.38)
23,"Shaw, Heath",28y 199d,184 (113-2-69 61.96%),37 (0.20),11 (3-0-8 27.27%),
5,"Shiel, Dylan",21y 97d,40 (4-0-36 10.00%),20 (0.50),←,
10,"Smith, Devon",21y 25d,49 (6-0-43 12.24%),43 (0.88),←,
20,"Tomlinson, Adam",20y 308d,35 (2-0-33 5.71%),13 (0.37),←,
31,"Townsend, Jacob",20y 359d,26 (4-0-22 15.38%),3 (0.12),←,
17,"Treloar, Adam",21y 97d,49 (6-0-43 12.24%),29 (0.59),←,
8,"Ward, Callan",24y 65d,113 (38-0-75 33.63%),54 (0.48),53 (6-0-47 11.32%),21 (0.40)
6,"Whitfield, Lachie",19y 331d,26 (3-0-23 11.54%),11 (0.42),←,
16,"Wilson, Nathan",21y 158d,14 (1-0-13 7.14%),7 (0.50),←,
Totals,Totals,22y 306d,1313 (479-6-828 36.48%),563 (0.43),,
C,"Cameron, Leon",41y 285d,12 (3-0-9 25.00%),,←,
