Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",22y 297d,87 (44-1-42 51.15%),6 (0.07),←,
14,"Bedford, Toby",23y 322d,42 (30-0-12 71.43%),24 (0.57),24 (18-0-6 75.00%),15 (0.63)
32,"Briggs, Kieren",24y 190d,31 (21-0-10 67.74%),7 (0.23),←,
46,"Brown, Callum",23y 242d,34 (20-0-14 58.82%),35 (1.03),←,
44,"Buckley, Jack",26y 118d,48 (27-1-20 57.29%),,←,
5,"Cadman, Aaron",20y 41d,17 (12-0-5 70.59%),15 (0.88),←,
17,"Callaghan, Finn",20y 353d,30 (17-0-13 56.67%),6 (0.20),←,
3,"Coniglio, Stephen",30y 120d,207 (97-1-109 47.10%),119 (0.57),←,
16,"Daniels, Brent",25y 35d,87 (50-0-37 57.47%),55 (0.63),←,
4,"Greene, Toby",30y 201d,220 (106-2-112 48.64%),340 (1.55),←,
12,"Green, Tom",23y 81d,72 (35-1-36 49.31%),30 (0.42),←,
27,"Himmelberg, Harry",27y 341d,157 (87-2-68 56.05%),161 (1.03),←,
23,"Hogan, Jesse",29y 61d,145 (69-0-76 47.59%),292 (2.01),55 (28-0-27 50.91%),122 (2.22)
39,"Idun, Connor",23y 259d,73 (38-1-34 52.74%),,←,
22,"Kelly, Josh",29y 61d,203 (109-3-91 54.43%),129 (0.64),←,
33,"OHalloran, Xavier",23y 277d,53 (27-1-25 51.89%),18 (0.34),←,
20,"Peatling, James",23y 236d,29 (13-0-16 44.83%),10 (0.34),←,
36,"Perryman, Harry",25y 116d,112 (59-1-52 53.13%),25 (0.22),←,
26,"Riccardi, Jake",24y 158d,55 (29-0-26 52.73%),68 (1.24),←,
15,"Taylor, Sam",24y 344d,98 (55-0-43 56.12%),1 (0.01),←,
28,"Thomas, Harvey",18y 249d,5 (5-0-0 100.00%),2 (0.40),←,
10,"Wehr, Jacob",25y 283d,19 (10-0-9 52.63%),4 (0.21),←,
6,"Whitfield, Lachie",29y 270d,214 (107-4-103 50.93%),71 (0.33),←,
Totals,Totals,25y 44d,2038 (1067-18-953 52.36%),1418 (0.70),,
C,"Kingsley, Adam",48y 237d,31 (20-0-11 64.52%),,←,
