St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Butler, Dan",6,3,3,9,2.0,,,2.0,,2.0,1.0,3.0,1.0,1.0,,2,7,,,1.0,1.0,,71.0
13,"Byrnes, Ryan",7,1,4,11,,,,5.0,,,1.0,2.0,,1.0,,5,5,,,,,,76.0
47,"Caminiti, Anthony",8,8,3,11,,,1.0,2.0,1.0,1.0,,3.0,,1.0,,5,7,1.0,,9.0,,,93.0
11,"Clark, Hunter",10,1,7,17,,,,5.0,,4.0,4.0,4.0,,1.0,,8,10,,,1.0,,,66.0
40,"Hall, Max",4,1,8,12,1.0,1.0,,,1.0,2.0,,,,,,9,3,,,1.0,,,78.0
1,"Higgins, Jack",2,1,4,6,,1.0,,3.0,,1.0,,1.0,,,,5,2,,1.0,2.0,,2.0,84.0
8,"Hill, Bradley",11,5,10,21,,,,2.0,3.0,5.0,1.0,4.0,,,,7,14,,,,,,83.0
17 ↓,"Keeler, Isaac",5,3,3,8,,,3.0,1.0,,1.0,,3.0,,2.0,,3,6,1.0,1.0,,,,63.0
6,"Macrae, Jack",16,2,13,29,,1.0,,6.0,4.0,9.0,10.0,3.0,2.0,1.0,,16,14,,,,1.0,,71.0
19,"Marshall, Rowan",16,2,4,20,1.0,1.0,32.0,3.0,,3.0,4.0,7.0,1.0,3.0,,4,11,,1.0,2.0,,,87.0
10,"Owens, Mitch",10,4,2,12,1.0,2.0,,1.0,,2.0,,3.0,2.0,,,5,7,2.0,1.0,3.0,,,89.0
43,"Sharman, Cooper",5,2,5,10,1.0,1.0,,1.0,,5.0,,1.0,,,,3,8,,1.0,4.0,,2.0,83.0
35,"Sinclair, Jack",15,3,4,19,,,,2.0,7.0,2.0,3.0,5.0,,2.0,,3,11,,,2.0,,,84.0
9,"Steele, Jack",8,1,11,19,,,,5.0,1.0,5.0,5.0,3.0,,1.0,,10,8,,,1.0,1.0,,76.0
14,"Stocker, Liam",10,5,3,13,,,,1.0,4.0,1.0,2.0,3.0,2.0,1.0,,6,7,,,4.0,,,78.0
26,"Tauru, Alix",7,6,2,9,,,,2.0,1.0,,,4.0,1.0,1.0,,2,7,1.0,,6.0,,,82.0
5 ↑,"Travaglia, Tobie",1,1,1,2,,,,,1.0,,,3.0,,,,1,1,,,1.0,,,18.0
7,"Wanganeen-Milera, Nasiah",25,7,10,35,,,,2.0,9.0,1.0,3.0,5.0,1.0,,2.0,11,16,,,3.0,1.0,,87.0
29,"Webster, Jimmy",3,3,2,5,,,,,,,,,,,,1,4,,,,,,76.0
44,"Wilkie, Callum",14,6,6,20,,,,,3.0,2.0,1.0,3.0,1.0,,,7,13,1.0,,2.0,,,100.0
22,"Wilson, Darcy",9,5,5,14,2.0,,,1.0,2.0,1.0,,4.0,,2.0,,3,11,,2.0,,,1.0,86.0
2,"Windhager, Marcus",5,3,10,15,,,,1.0,1.0,3.0,5.0,6.0,2.0,3.0,,8,6,,,,,,88.0
32,"Wood, Mason",9,7,6,15,3.0,1.0,,1.0,,2.0,,,3.0,,,4,11,,3.0,2.0,,2.0,82.0
Totals,Totals,206,80,126,332,11.0,8.0,36.0,46.0,38.0,52.0,40.0,70.0,16.0,20.0,2.0,128,189,6.0,10.0,44.0,4.0,7.0,
Opposition,Opposition,209,108,110,319,16.0,12.0,34.0,65.0,40.0,56.0,33.0,53.0,20.0,16.0,4.0,107,195,12.0,18.0,32.0,8.0,11.0,
