Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
24,"Amiss, Jye",21y 333d,62 (33-1-28 54.03%),98 (1.58),←,
41,"Banfield, Bailey",27y 123d,109 (55-2-52 51.38%),66 (0.61),←,
15,"Bolton, Shai",26y 203d,149 (78-4-67 53.69%),185 (1.24),14 (10-0-4 71.43%),20 (1.43)
8,"Brayshaw, Andrew",25y 233d,161 (78-2-81 49.07%),56 (0.35),←,
5,"Chapman, Heath",23y 149d,56 (34-2-20 62.50%),2 (0.04),←,
6,"Clark, Jordan",24y 256d,117 (69-2-46 59.83%),24 (0.21),85 (48-2-35 57.65%),9 (0.11)
36,"Cox, Brennan",26y 320d,126 (60-1-65 48.02%),32 (0.25),←,
4,"Darcy, Sean",27y 17d,118 (57-2-59 49.15%),47 (0.40),←,
43,"Dudley, Isaiah",22y 60d,10 (7-0-3 70.00%),9 (0.90),←,
28,"Erasmus, Neil",21y 209d,32 (17-0-15 53.13%),2 (0.06),←,
32,"Frederick, Michael",25y 43d,93 (55-1-37 59.68%),105 (1.13),←,
7,"Fyfe, Nat",33y 284d,244 (130-3-111 53.89%),178 (0.73),←,
9,"Jackson, Luke",23y 273d,110 (67-2-41 61.82%),84 (0.76),58 (30-1-27 52.59%),54 (0.93)
44,"Johnson, Matthew",22y 105d,52 (26-1-25 50.96%),9 (0.17),←,
21,"McDonald, Oscar",29y 103d,90 (48-0-42 53.33%),6 (0.07),4 (3-0-1 75.00%),3 (0.75)
30,"ODriscoll, Nathan",23y 43d,30 (19-0-11 63.33%),15 (0.50),←,
16,"Reid, Murphy",18y 334d,15 (10-0-5 66.67%),17 (1.13),←,
13,"Ryan, Luke",29y 143d,170 (83-2-85 49.41%),3 (0.02),←,
3,"Serong, Caleb",24y 140d,118 (63-2-53 54.24%),34 (0.29),←,
35,"Treacy, Josh",22y 329d,71 (42-1-28 59.86%),103 (1.45),←,
20,"Voss, Patrick",22y,18 (11-0-7 61.11%),21 (1.17),←,
34,"Wagner, Corey",28y 98d,52 (20-1-31 39.42%),8 (0.15),33 (18-1-14 56.06%),2 (0.06)
23,"Worner, Karl",23y 13d,22 (14-0-8 63.64%),,←,
Totals,Totals,24y 340d,2025 (1076-29-920 53.14%),1104 (0.55),,
C,"Longmuir, Justin",44y 159d,122 (63-2-57 52.46%),,←,
