Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",30y 156d,181 (101-0-80 55.80%),23 (0.13),←,
44,"Bock, Nathan",24y 53d,48 (28-0-20 58.33%),33 (0.69),←,
24,"Burton, Brett",29y 8d,140 (76-0-64 54.29%),190 (1.36),←,
11,"Doughty, Michael",27y 280d,107 (68-0-39 63.55%),29 (0.27),←,
26,"Douglas, Richard",20y 95d,10 (6-0-4 60.00%),3 (0.30),←,
9,"Edwards, Tyson",30y 279d,250 (137-0-113 54.80%),158 (0.63),←,
36,"Goodwin, Simon",30y 137d,201 (116-0-85 57.71%),115 (0.57),←,
6,"Griffin, Jonathon",21y 118d,7 (4-0-3 57.14%),1 (0.14),←,
13,"Hudson, Ben",28y 77d,40 (24-0-16 60.00%),5 (0.13),←,
30,"Jericho, Luke",22y 206d,21 (11-0-10 52.38%),15 (0.71),←,
21,"Knights, Chris",20y 229d,19 (14-0-5 73.68%),3 (0.16),←,
39,"Mattner, Martin",24y 279d,86 (53-0-33 61.63%),13 (0.15),←,
23,"McLeod, Andrew",30y 281d,267 (145-0-122 54.31%),241 (0.90),←,
22,"Perrie, Ian",28y 33d,109 (63-0-46 57.80%),125 (1.15),←,
25,"Rutten, Ben",23y 349d,67 (45-0-22 67.16%),5 (0.07),←,
12,"Shirley, Robert",26y 337d,104 (60-0-44 57.69%),21 (0.20),←,
27,"Stevens, Scott",25y 117d,63 (30-1-32 48.41%),43 (0.68),38 (20-0-18 52.63%),26 (0.68)
5,"Thompson, Scott",24y 59d,93 (56-0-37 60.22%),73 (0.78),54 (38-0-16 70.37%),56 (1.04)
15,"Torney, Jason",29y 330d,179 (97-1-81 54.47%),27 (0.15),61 (38-0-23 62.30%),11 (0.18)
7,"van Berlo, Nathan",20y 340d,37 (25-0-12 67.57%),9 (0.24),←,
28,"Vince, Bernie",21y 222d,9 (7-0-2 77.78%),2 (0.22),←,
17,"Welsh, Scott",28y 156d,150 (88-0-62 58.67%),265 (1.77),114 (62-0-52 54.39%),235 (2.06)
Totals,Totals,25y 338d,2188 (1254-2-932 57.31%),1399 (0.64),,
C,"Craig, Neil",51y 121d,65 (43-0-22 66.15%),,←,
