Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",7,3,3,10,,,,4.0,2.0,,1.0,1.0,,,,2.0,8.0,,,1.0,,,94.0
16,"Brown, Leigh",6,3,3,9,1,,8.0,3.0,3.0,2.0,2.0,3.0,,2.0,,4.0,4.0,1.0,,2.0,,,100.0
2,"Colbert, Leigh",11,10,5,16,,,1.0,1.0,4.0,2.0,2.0,1.0,,,,5.0,11.0,2.0,,7.0,1.0,,84.0
6,"Grant, Shannon",14,6,5,19,,2.0,,,1.0,4.0,2.0,,,,,6.0,14.0,,3.0,,,2.0,86.0
31,"Hale, David",2,2,1,3,,,2.0,,1.0,,,2.0,,1.0,,3.0,,2.0,,,,,29.0
39,"Harding, Leigh",5,3,1,6,2,1.0,,,,1.0,,,,,,2.0,4.0,,2.0,1.0,2.0,,65.0
4,"Harris, Daniel",12,4,9,21,,,,,,3.0,6.0,2.0,,,,12.0,9.0,1.0,,2.0,,,77.0
29,"Harvey, Brent",15,2,9,24,1,,,3.0,,4.0,7.0,2.0,1.0,,,10.0,13.0,,,1.0,,,94.0
21,"Jones, Corey",4,1,2,6,,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,5.0,2.0,,,3.0,,1.0,60.0
34,"King, David",15,4,5,20,,,,1.0,10.0,5.0,,,,,,4.0,13.0,,,1.0,7.0,1.0,100.0
35,"Makepeace, Troy",17,2,6,23,,,,1.0,2.0,4.0,2.0,1.0,,,,9.0,12.0,,,4.0,1.0,1.0,95.0
19,"Motlop, Daniel",5,3,4,9,1,1.0,1.0,3.0,,4.0,,3.0,1.0,,,6.0,3.0,,1.0,4.0,1.0,,82.0
20,"Petrie, Drew",7,3,4,11,1,1.0,1.0,2.0,,2.0,,2.0,4.0,1.0,,9.0,2.0,1.0,2.0,,,,100.0
17,"Porter, Mark",1,3,5,6,,,13.0,3.0,,3.0,1.0,,,,,4.0,2.0,1.0,,4.0,,,50.0
3,"Rawlings, Brady",10,6,7,17,2,1.0,,1.0,1.0,1.0,,,2.0,,,6.0,12.0,,4.0,1.0,1.0,,100.0
26,"Rocca, Saverio",5,3,2,7,2,,4.0,1.0,,,,1.0,,,,5.0,2.0,2.0,3.0,2.0,,1.0,80.0
32,"Sansbury, Eddie",7,2,2,9,1,,,1.0,3.0,1.0,,2.0,,1.0,,2.0,6.0,,1.0,3.0,1.0,,63.0
7,"Simpson, Adam",19,9,14,33,,,3.0,2.0,1.0,8.0,7.0,1.0,1.0,,1.0,18.0,14.0,3.0,,,,,97.0
9,"Sinclair, Jess",4,2,4,8,,,,2.0,2.0,1.0,,2.0,,1.0,,3.0,5.0,,,2.0,,,70.0
10,"Stevens, Anthony",17,4,5,22,,,,2.0,3.0,5.0,3.0,2.0,1.0,1.0,,6.0,14.0,,,1.0,3.0,1.0,78.0
36,"Watt, Shannon",5,4,1,6,,,1.0,,,,,1.0,,1.0,,,5.0,,,6.0,,,100.0
8,"Wells, Daniel",11,4,4,15,,1.0,,4.0,4.0,1.0,2.0,1.0,,,,4.0,9.0,,2.0,2.0,3.0,1.0,95.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,83,101,300,11,12.0,35.0,36.0,37.0,52.0,36.0,28.0,11.0,8.0,1.0,125.0,164.0,13.0,18.0,47.0,20.0,8.0,
Opposition,Opposition,187,96,146,333,13,18.0,31.0,35.0,37.0,51.0,27.0,29.0,8.0,11.0,5.0,115.0,214.0,13.0,18.0,57.0,10.0,8.0,
