Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",14,8,12,26,,,,4.0,3.0,5.0,2.0,1.0,3.0,1.0,,6.0,21.0,1.0,,1.0,,2.0,88.0
20,"Black, Simon",11,3,18,29,,,,4.0,1.0,4.0,6.0,3.0,2.0,,3.0,15.0,14.0,,,,,1.0,90.0
36,"Bradshaw, Daniel",8,5,4,12,4,2.0,,,,3.0,,1.0,1.0,1.0,,8.0,4.0,3.0,3.0,,,,96.0
17,"Brennan, Jared",18,10,8,26,,4.0,3.0,2.0,4.0,5.0,2.0,4.0,,,,10.0,17.0,3.0,2.0,,7.0,,80.0
16,"Brown, Jonathan",14,8,4,18,5,1.0,,1.0,,2.0,1.0,1.0,1.0,,2.0,7.0,10.0,2.0,5.0,,,1.0,93.0
1,"Clark, Mitch",9,5,9,18,,,27.0,1.0,,2.0,6.0,5.0,2.0,2.0,,9.0,11.0,,,3.0,,,80.0
5,"Harding, Scott",6,1,13,19,,,,,,5.0,4.0,,1.0,,,8.0,10.0,,,,,1.0,67.0
14,"Henderson, Lachie",8,6,3,11,,,,1.0,,2.0,,1.0,,,,2.0,9.0,1.0,,2.0,1.0,,85.0
33,"Hooper, Rhan",4,4,7,11,,2.0,,,,1.0,2.0,2.0,,1.0,,6.0,6.0,1.0,1.0,2.0,1.0,,73.0
26,"Macdonald, Joel",9,5,17,26,,,,1.0,3.0,,2.0,1.0,,1.0,,4.0,21.0,,,6.0,2.0,1.0,85.0
9,"McGrath, Ashley",13,12,9,22,,,,,4.0,1.0,,4.0,1.0,3.0,,4.0,20.0,1.0,,1.0,4.0,,81.0
21,"Merrett, Daniel",3,1,7,10,,,7.0,,1.0,,,,,,,4.0,5.0,,,4.0,,1.0,63.0
24,"Patfull, Joel",3,2,11,14,,,,,3.0,1.0,,,,,,3.0,11.0,,,7.0,2.0,,82.0
31,"Polkinghorne, James",8,6,1,9,2,1.0,,,,1.0,,2.0,,1.0,,5.0,4.0,2.0,3.0,,,,83.0
6,"Power, Luke",11,4,22,33,,,,8.0,3.0,6.0,2.0,2.0,,,1.0,6.0,27.0,,,1.0,,1.0,85.0
2,"Proud, Albert",1,3,9,10,,,,1.0,,1.0,,2.0,1.0,,,5.0,7.0,1.0,,1.0,,1.0,74.0
10,"Rich, Daniel",12,2,8,20,2,1.0,,1.0,1.0,6.0,2.0,2.0,,,,7.0,12.0,,1.0,,,1.0,77.0
35,"Rischitelli, Michael",9,3,10,19,,1.0,,3.0,2.0,3.0,5.0,1.0,1.0,,,9.0,10.0,,,3.0,,1.0,82.0
29,"Roe, Jason",10,6,4,14,1,,,3.0,4.0,1.0,,,2.0,,,4.0,12.0,,1.0,1.0,2.0,,80.0
3,"Sheldon, Sam",8,2,11,19,,,,,3.0,1.0,,2.0,,1.0,,3.0,17.0,,,1.0,1.0,,73.0
11,"Sherman, Justin",8,1,5,13,1,1.0,,1.0,,2.0,1.0,1.0,,,,2.0,11.0,,,,1.0,1.0,86.0
32,"Stiller, Cheynee",13,5,14,27,1,1.0,,2.0,1.0,3.0,,3.0,,,,8.0,19.0,,,,,,96.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,102,206,406,16,15.0,37.0,33.0,33.0,55.0,35.0,38.0,15.0,11.0,6.0,135.0,278.0,15.0,16.0,33.0,21.0,12.0,
Opposition,Opposition,203,141,131,334,8,8.0,19.0,44.0,38.0,42.0,25.0,47.0,11.0,15.0,,90.0,246.0,10.0,18.0,31.0,13.0,7.0,
