Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
7,"Cunningham, Harry",21y 259d,48 (34-0-14 70.83%),27 (0.56),←,
37,"Goodes, Adam",35y 226d,368 (214-5-149 58.83%),458 (1.24),←,
39,"Grundy, Heath",29y 81d,183 (114-2-67 62.84%),23 (0.13),←,
4,"Hannebery, Dan",24y 179d,140 (91-2-47 65.71%),67 (0.48),←,
5,"Heeney, Isaac",19y 109d,10 (7-0-3 70.00%),9 (0.90),←,
33,"Jack, Brandon",21y 89d,24 (19-0-5 79.17%),16 (0.67),←,
15,"Jack, Kieren",28y 55d,183 (112-3-68 62.02%),131 (0.72),←,
32,"Jetta, Lewis",26y 110d,123 (82-2-39 67.48%),98 (0.80),←,
10,"Jones, Zak",20y 160d,11 (6-0-5 54.55%),1 (0.09),←,
12,"Kennedy, Josh",27y 63d,154 (99-2-53 64.94%),92 (0.60),141 (94-2-45 67.38%),88 (0.62)
11,"Laidler, Jeremy",26y 17d,64 (45-1-18 71.09%),6 (0.09),38 (30-0-8 78.95%),4 (0.11)
44,"Lloyd, Jake",21y 336d,40 (31-0-9 77.50%),11 (0.28),←,
3,"McVeigh, Jarrad",30y 137d,263 (162-4-97 62.36%),182 (0.69),←,
38,"Pyke, Mike",31y 151d,106 (70-1-35 66.51%),46 (0.43),←,
24,"Rampe, Dane",25y 81d,68 (47-1-20 69.85%),4 (0.06),←,
20,"Reid, Sam",23y 238d,95 (67-2-26 71.58%),88 (0.93),←,
25,"Richards, Ted",32y 223d,249 (153-4-92 62.25%),32 (0.13),216 (134-4-78 62.96%),13 (0.06)
1,"Rose, James",19y 128d,1 (1-0-0 100.00%),3 (3.00),←,
2,"Shaw, Rhyce",33y 310d,233 (133-1-99 57.30%),44 (0.19),139 (85-1-53 61.51%),24 (0.17)
40,"Smith, Nick",27y 71d,140 (88-2-50 63.57%),9 (0.06),←,
8,"Tippett, Kurt",28y 106d,148 (85-0-63 57.43%),291 (1.97),44 (32-0-12 72.73%),103 (2.34)
22,"Towers, Dean",25y 110d,14 (11-0-3 78.57%),5 (0.36),←,
Totals,Totals,26y 114d,2665 (1671-32-962 62.70%),1643 (0.62),,
C,"Longmire, John",44y 234d,119 (81-2-36 68.91%),,←,
