Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",26y 195d,95 (48-0-47 50.53%),36 (0.38),←,
19,"Betts, Eddie",26y 221d,174 (69-3-102 40.52%),275 (1.58),←,
37,"Cachia, Jaryd",22y 58d,9 (4-0-5 44.44%),1 (0.11),←,
44,"Carrazzo, Andrew",29y 202d,160 (65-3-92 41.56%),47 (0.29),←,
41,"Casboult, Levi",23y 112d,13 (5-0-8 38.46%),11 (0.85),←,
35,"Curnow, Ed",23y 240d,41 (25-1-15 62.20%),5 (0.12),←,
38,"Garlett, Jeff",23y 336d,90 (49-1-40 55.00%),157 (1.74),←,
4,"Gibbs, Bryce",24y 112d,145 (67-1-77 46.55%),75 (0.52),←,
23,"Henderson, Lachie",23y 203d,74 (35-1-38 47.97%),41 (0.55),59 (27-1-31 46.61%),38 (0.64)
40,"Jamison, Michael",27y 24d,101 (47-1-53 47.03%),1 (0.01),←,
5,"Judd, Chris",29y 300d,252 (143-3-106 57.34%),212 (0.84),118 (59-1-58 50.42%),74 (0.63)
8,"Kreuzer, Matthew",24y 53d,99 (50-0-49 50.51%),54 (0.55),←,
9,"Lucas, Kane",22y 9d,31 (16-0-15 51.61%),14 (0.45),←,
26,"McInnes, Andrew",21y 107d,9 (5-0-4 55.56%),1 (0.11),←,
14,"McLean, Brock",27y 116d,133 (55-1-77 41.73%),59 (0.44),39 (18-0-21 46.15%),20 (0.51)
3,"Murphy, Marc",25y 351d,155 (70-1-84 45.48%),128 (0.83),←,
12,"Robinson, Mitch",24y 28d,81 (44-1-36 54.94%),48 (0.59),←,
6,"Simpson, Kade",29y 61d,190 (78-2-110 41.58%),115 (0.61),←,
42,"Tuohy, Zach",23y 207d,44 (24-0-20 54.55%),12 (0.27),←,
30,"Waite, Jarrad",30y 151d,162 (58-3-101 36.73%),214 (1.32),←,
1,"Walker, Andrew",27y 48d,156 (57-3-96 37.50%),115 (0.74),←,
13,"Yarran, Chris",22y 198d,74 (35-1-38 47.97%),57 (0.77),←,
Totals,Totals,25y 135d,2288 (1049-26-1213 45.85%),1678 (0.73),,
C,"Malthouse, Mick",59y 322d,678 (392-6-280 58.26%),,14 (6-0-8 42.86%),
