Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
30,"Brand, Kaiden",23y 21d,15 (9-0-6 60.00%),,←,
22,"Breust, Luke",26y 169d,146 (111-0-35 76.03%),280 (1.92),←,
9,"Burgoyne, Shaun",34y 190d,325 (221-1-103 68.15%),260 (0.80),168 (124-1-43 74.11%),89 (0.53)
5,"Burton, Ryan",20y 88d,9 (3-0-6 33.33%),2 (0.22),←,
12,"Frawley, James",28y 221d,185 (64-1-120 34.86%),24 (0.13),46 (30-0-16 65.22%),6 (0.13)
6,"Gibson, Josh",33y 47d,219 (140-2-77 64.38%),5 (0.02),154 (111-1-42 72.40%),3 (0.02)
19,"Gunston, Jack",25y 195d,133 (93-0-40 69.92%),277 (2.08),119 (88-0-31 73.95%),257 (2.16)
37,"Hardwick, Blake",20y 83d,4 (2-0-2 50.00%),,←,
4,"Hartung, Billy",22y 95d,49 (35-0-14 71.43%),23 (0.47),←,
15,"Hodge, Luke",32y 318d,291 (171-1-119 58.93%),192 (0.66),←,
17,"Howe, Daniel",21y 146d,17 (14-0-3 82.35%),2 (0.12),←,
29,"Langford, Will",24y 300d,52 (35-0-17 67.31%),17 (0.33),←,
7,"McEvoy, Ben",27y 292d,152 (90-2-60 59.87%),61 (0.40),61 (39-0-22 63.93%),34 (0.56)
3,"Mitchell, Tom",23y 333d,71 (43-0-28 60.56%),40 (0.56),6 (1-0-5 16.67%),2 (0.33)
23,"OBrien, Tim",23y 32d,21 (15-0-6 71.43%),18 (0.86),←,
10,"OMeara, Jaeger",23y 65d,48 (18-0-30 37.50%),28 (0.58),4 (0-0-4 0.00%),1 (0.25)
28,"Puopolo, Paul",29y 148d,139 (105-0-34 75.54%),140 (1.01),←,
2,"Roughead, Jarryd",30y 96d,237 (151-1-85 63.92%),501 (2.11),←,
26,"Shiels, Liam",26y,148 (107-0-41 72.30%),50 (0.34),←,
21,"Sicily, James",22y 113d,29 (19-0-10 65.52%),39 (1.34),←,
16,"Smith, Isaac",28y 120d,141 (107-0-34 75.89%),113 (0.80),←,
24,"Stratton, Ben",28y 59d,144 (100-1-43 69.79%),1 (0.01),←,
Totals,Totals,26y 59d,2575 (1653-9-913 64.19%),2073 (0.81),,
C,"Clarkson, Alastair",49y 2d,289 (181-1-107 62.80%),,←,
