Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
14,"Bugg, Tomas",22y 13d,52 (11-0-41 21.15%),13 (0.25),←,
18,"Cameron, Jeremy",22y 17d,54 (8-0-46 14.81%),127 (2.35),←,
3,"Coniglio, Stephen",21y 124d,47 (9-0-38 19.15%),16 (0.34),←,
35,"Corr, Aidan",20y 336d,17 (2-0-15 11.76%),1 (0.06),←,
1,"Davis, Phil",24y 231d,67 (21-0-46 31.34%),6 (0.09),49 (10-0-39 20.41%),5 (0.10)
4,"Greene, Toby",21y 205d,56 (9-0-47 16.07%),19 (0.34),←,
32,"Griffen, Ryan",28y 265d,205 (99-1-105 48.54%),131 (0.64),3 (2-0-1 66.67%),1 (0.33)
19,"Haynes, Nick",22y 335d,30 (5-0-25 16.67%),2 (0.07),←,
22,"Kelly, Josh",20y 65d,21 (7-0-14 33.33%),13 (0.62),←,
25,"McCarthy, Cam",20y 17d,4 (3-0-1 75.00%),9 (2.25),←,
41,"Mumford, Shane",28y 287d,120 (77-2-41 65.00%),44 (0.37),20 (8-0-12 40.00%),5 (0.25)
7,"Palmer, Rhys",26y 64d,99 (29-0-70 29.29%),68 (0.69),46 (8-0-38 17.39%),45 (0.98)
24,"Patfull, Joel",30y 132d,185 (75-3-107 41.35%),24 (0.13),3 (2-0-1 66.67%),
27,"Phillips, Andrew",23y 289d,11 (1-0-10 9.09%),4 (0.36),←,
9,"Scully, Tom",23y 338d,89 (21-1-67 24.16%),28 (0.31),58 (8-0-50 13.79%),22 (0.38)
23,"Shaw, Heath",29y 142d,194 (118-2-74 61.34%),37 (0.19),21 (8-0-13 38.10%),
5,"Shiel, Dylan",22y 40d,53 (9-0-44 16.98%),29 (0.55),←,
10,"Smith, Devon",21y 333d,62 (11-0-51 17.74%),54 (0.87),←,
17,"Treloar, Adam",22y 40d,61 (11-0-50 18.03%),36 (0.59),←,
8,"Ward, Callan",25y 8d,124 (42-0-82 33.87%),61 (0.49),64 (10-0-54 15.63%),28 (0.44)
6,"Whitfield, Lachie",20y 274d,33 (6-0-27 18.18%),18 (0.55),←,
16,"Wilson, Nathan",22y 101d,21 (5-0-16 23.81%),8 (0.38),←,
Totals,Totals,23y 249d,1605 (579-9-1017 36.07%),748 (0.47),,
C,"Cameron, Leon",42y 228d,25 (8-0-17 32.00%),,←,
