Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Brown, Luke",4,2,2,6,,,,,3.0,,1.0,3.0,,2.0,,2.0,4.0,,,,,,78.0
2,"Crouch, Brad",9,2,9,18,,,,3.0,,3.0,1.0,3.0,,,,6.0,12.0,1.0,,,1.0,,80.0
32,"Dangerfield, Patrick",16,6,4,20,1,,,4.0,2.0,6.0,5.0,4.0,2.0,1.0,,11.0,11.0,2.0,,,5.0,1.0,80.0
26,"Douglas, Richard",17,4,9,26,2,,,4.0,4.0,3.0,5.0,2.0,2.0,1.0,,12.0,13.0,,,2.0,1.0,1.0,85.0
45,"Henderson, Ricky",13,7,7,20,1,,,2.0,2.0,4.0,,1.0,1.0,1.0,,7.0,13.0,1.0,1.0,2.0,,1.0,78.0
24,"Jacobs, Sam",6,1,6,12,,,27.0,3.0,,2.0,2.0,1.0,2.0,1.0,,8.0,4.0,,,5.0,,1.0,89.0
10,"Jaensch, Matthew",12,3,4,16,,,,5.0,4.0,2.0,,2.0,,1.0,,1.0,10.0,,,4.0,1.0,,81.0
4,"Jenkins, Josh",6,3,2,8,2,,11.0,,,3.0,2.0,1.0,2.0,1.0,,7.0,1.0,2.0,,2.0,,1.0,89.0
18,"Johncock, Graham",5,1,,5,1,2.0,,1.0,,2.0,,2.0,2.0,2.0,,3.0,2.0,,1.0,,1.0,,85.0
14,"Mackay, David",11,3,7,18,,,,6.0,3.0,2.0,1.0,2.0,,,,3.0,13.0,,,2.0,1.0,,84.0
22,"Otten, Andy",8,5,6,14,1,,,3.0,3.0,1.0,,1.0,,1.0,,4.0,10.0,1.0,1.0,5.0,,1.0,87.0
23,"Petrenko, Jared",5,1,8,13,1,1.0,,2.0,1.0,1.0,3.0,2.0,1.0,2.0,,9.0,4.0,,1.0,2.0,,1.0,80.0
40,"Porplyzia, Jason",7,2,5,12,1,2.0,,5.0,1.0,,2.0,2.0,1.0,1.0,,6.0,5.0,,,1.0,,,88.0
3,"Reilly, Brent",8,3,9,17,1,,,3.0,1.0,,1.0,4.0,2.0,3.0,,7.0,10.0,,1.0,2.0,,,83.0
25,"Rutten, Ben",5,5,3,8,,,,1.0,2.0,1.0,,,,,,1.0,7.0,,,3.0,,,95.0
9,"Sloane, Rory",16,7,8,24,2,1.0,1.0,3.0,3.0,5.0,3.0,3.0,,,,9.0,14.0,,1.0,1.0,,,88.0
12,"Talia, Daniel",4,3,1,5,,,,,3.0,1.0,,2.0,,2.0,,3.0,2.0,1.0,,4.0,,,92.0
5,"Thompson, Scott",18,3,10,28,,1.0,,5.0,3.0,5.0,4.0,4.0,2.0,1.0,,15.0,10.0,1.0,,,,,87.0
7 ↓,"van Berlo, Nathan",9,3,4,13,,,,,1.0,1.0,3.0,1.0,1.0,1.0,,5.0,7.0,,,,,1.0,49.0
17 ↑,"Vince, Bernie",6,1,8,14,,1.0,,4.0,1.0,2.0,4.0,2.0,1.0,1.0,,7.0,7.0,,,,1.0,,35.0
13,"Walker, Taylor",9,4,6,15,3,2.0,,1.0,1.0,4.0,,4.0,2.0,3.0,,10.0,3.0,3.0,1.0,1.0,,3.0,96.0
11,"Wright, Matthew",10,6,9,19,,,,4.0,,2.0,4.0,1.0,3.0,,,9.0,10.0,,1.0,,,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,75,127,331,16,13.0,39.0,59.0,38.0,50.0,41.0,47.0,24.0,25.0,,145.0,172.0,12.0,8.0,36.0,11.0,11.0,
Opposition,Opposition,215,84,154,369,17,16.0,46.0,58.0,26.0,56.0,43.0,44.0,25.0,24.0,6.0,160.0,202.0,19.0,13.0,34.0,11.0,11.0,
