Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
12,"Akermanis, Jason",20y 195d,55 (31-2-22 58.18%),64 (1.16),17 (8-1-8 50.00%),20 (1.18)
10,"Ashcroft, Marcus",25y 347d,175 (63-3-109 36.86%),102 (0.58),23 (10-1-12 45.65%),18 (0.78)
34,"Bamford, Scott",23y 76d,33 (4-1-28 13.64%),13 (0.39),11 (3-1-7 31.82%),7 (0.64)
36,"Bradshaw, Daniel",18y 290d,19 (11-1-7 60.53%),35 (1.84),16 (8-1-7 53.13%),35 (2.19)
5,"Chapman, Nathan",22y 123d,60 (18-1-41 30.83%),13 (0.22),11 (3-1-7 31.82%),1 (0.09)
16,"Clarke, Matthew",23y 354d,90 (45-1-44 50.56%),15 (0.17),21 (9-0-12 42.86%),9 (0.43)
14,"Dickfos, Danny",26y 342d,44 (26-2-16 61.36%),,22 (10-1-11 47.73%),
6,"Fletcher, Adrian",27y 332d,152 (71-2-79 47.37%),73 (0.48),21 (8-1-12 40.48%),4 (0.19)
8,"Gowers, Andrew",28y 149d,137 (81-2-54 59.85%),63 (0.46),8 (1-1-6 18.75%),2 (0.25)
32,"Hart, Shaun",26y 113d,121 (46-1-74 38.43%),92 (0.76),19 (9-0-10 47.37%),11 (0.58)
2,"Johnson, Chris",21y 100d,78 (14-1-63 18.59%),78 (1.00),19 (7-1-11 39.47%),11 (0.58)
18,"Lambert, Craig",28y 337d,188 (65-1-122 34.84%),77 (0.41),16 (8-0-8 50.00%),5 (0.31)
44,"Lappin, Nigel",21y 78d,82 (42-2-38 52.44%),50 (0.61),21 (10-1-10 50.00%),10 (0.48)
15,"Lawrence, Steven",21y 111d,22 (9-1-12 43.18%),13 (0.59),9 (3-1-5 38.89%),12 (1.33)
23,"Leppitsch, Justin",21y 341d,66 (32-2-32 50.00%),108 (1.64),22 (10-1-11 47.73%),50 (2.27)
11,"Lynch, Alastair",29y 80d,172 (70-1-101 40.99%),274 (1.59),20 (9-1-10 47.50%),12 (0.60)
42,"Lynch, Tristan",24y 16d,42 (23-2-17 57.14%),6 (0.14),21 (9-1-11 45.24%),5 (0.24)
28,"Robbins, Ben",20y 254d,17 (6-1-10 38.24%),4 (0.24),12 (3-1-8 29.17%),3 (0.25)
38,"Scott, Dion",27y 159d,62 (30-0-32 48.39%),46 (0.74),7 (3-0-4 42.86%),7 (1.00)
35,"Trask, Nick",19y 213d,5 (3-0-2 60.00%),2 (0.40),←,
33,"White, Darryl",24y 87d,109 (48-3-58 45.41%),109 (1.00),19 (9-1-9 50.00%),3 (0.16)
Totals,Totals,24y 4d,1729 (738-30-961 42.68%),1237 (0.72),,
C,"Northey, John",54y 70d,304 (155-4-145 51.64%),,23 (10-1-12 45.65%),
