Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",9,1,7,16,,2.0,,1.0,,,,,,,,,,,,,,,
32,"Baldwin, Jason",15,6,7,22,,,,4.0,,,,,2.0,1.0,2.0,,,,,,,,
34,"Boyd, Brad",6,2,2,8,,,,1.0,,,,,2.0,1.0,,,,,,,,,
17,"Broderick, Paul",14,3,7,21,,1.0,,3.0,,,,,1.0,,,,,,,,,,
2,"Dundas, Matthew",4,1,1,5,,,,,,,,,,1.0,,,,,,,,,
18,"Dunstan, Michael",10,2,2,12,1,,,,,,,,2.0,1.0,,,,,,,,,
28,"Elliott, Jamie",9,1,6,15,,,,1.0,,,,,1.0,1.0,,,,,,,,,
7,"Gale, Michael",12,3,11,23,1,,,5.0,,,,,3.0,2.0,,,,,,,,,
6,"Guard, Jeremy",4,,3,7,,,,,,,,,1.0,,,,,,,,,,
26,"Johnston, David",6,1,3,9,,,,2.0,,,,,3.0,2.0,,,,,,,,,
11,"Lynch, Alastair",18,8,,18,6,1.0,1.0,,,,,,3.0,2.0,3.0,,,,,,,,
29,"Lyon, Ross",7,2,2,9,1,2.0,,,,,,,,,,,,,,,,,
30,"Manson, James",3,3,5,8,,,22.0,1.0,,,,,,2.0,,,,,,,,,
25,"McCarthy, John",9,9,8,17,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
4,"Paxman, Stephen",5,,3,8,,,1.0,1.0,,,,,3.0,,,,,,,,,,
1,"Roos, Paul",15,4,10,25,,,,1.0,,,,,4.0,1.0,,,,,,,,,
3,"Seecamp, Marcus",6,5,8,14,,,,,,,,,,,,,,,,,,,
33,"Stephens, Brett",3,5,5,8,,1.0,4.0,2.0,,,,,1.0,2.0,,,,,,,,,
8,"Wynd, Jim",17,4,6,23,1,,,1.0,,,,,1.0,,,,,,,,,,
16,"Zanotti, Mark",17,4,8,25,,,,2.0,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,64,104,293,11,10.0,28.0,26.0,,,,,30.0,18.0,5.0,,,,,,,,
Opposition,Opposition,208,94,89,297,7,16.0,32.0,39.0,,,,,18.0,30.0,1.0,,,,,,,,
