Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",25y 6d,57 (31-0-26 54.39%),79 (1.39),←,
21,"Barlow, Michael",24y 217d,38 (19-0-19 50.00%),26 (0.68),←,
26,"Bradley, Kepler",26y 252d,106 (36-1-69 34.43%),78 (0.74),57 (23-0-34 40.35%),64 (1.12)
30,"Clarke, Zac",22y 116d,34 (11-0-23 32.35%),19 (0.56),←,
15,"Crowley, Ryan",28y 139d,131 (64-0-67 48.85%),97 (0.74),←,
40,"de Boer, Matt",22y 134d,69 (33-0-36 47.83%),23 (0.33),←,
41,"Duffield, Paul",27y 168d,103 (46-0-57 44.66%),22 (0.21),←,
12,"Griffin, Jonathon",26y 190d,57 (29-0-28 50.88%),13 (0.23),16 (8-0-8 50.00%),6 (0.38)
32,"Hill, Stephen",22y 82d,81 (38-0-43 46.91%),51 (0.63),←,
5,"Ibbotson, Garrick",24y 129d,94 (38-0-56 40.43%),19 (0.20),←,
37,"Johnson, Michael",27y 276d,141 (69-0-72 48.94%),54 (0.38),←,
18,"McPharlin, Luke",30y 234d,204 (100-0-104 49.02%),114 (0.56),192 (92-0-100 47.92%),111 (0.58)
9,"McPhee, Adam",29y 290d,215 (93-1-121 43.49%),110 (0.51),73 (34-0-39 46.58%),27 (0.37)
16,"Mundy, David",27y 2d,156 (75-0-81 48.08%),59 (0.38),←,
13,"Mzungu, Tendai",26y 145d,30 (13-0-17 43.33%),17 (0.57),←,
29,"Pavlich, Matthew",30y 204d,272 (121-0-151 44.49%),534 (1.96),←,
46,"Pearce, Clancee",21y 273d,42 (17-0-25 40.48%),24 (0.57),←,
24,"Roberton, Dylan",21y 31d,34 (20-0-14 58.82%),5 (0.15),←,
34,"Spurr, Lee",24y 361d,5 (4-0-1 80.00%),,←,
8,"Suban, Nick",22y 74d,56 (22-0-34 39.29%),15 (0.27),←,
33,"Sutcliffe, Cam",20y 60d,3 (3-0-0 100.00%),,←,
38,"Walters, Michael",21y 197d,13 (6-0-7 46.15%),19 (1.46),←,
Totals,Totals,25y 63d,1941 (888-2-1051 45.75%),1378 (0.71),,
C,"Lyon, Ross",45y 257d,137 (85-4-48 63.50%),,16 (9-0-7 56.25%),
