Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
6,"Barnes, John",29y 61d,141 (79-2-60 56.74%),68 (0.48),129 (73-1-55 56.98%),56 (0.43)
30,"Biddiscombe, Craig",21y 314d,33 (20-1-12 62.12%),6 (0.18),←,
9,"Bizzell, Clint",22y 34d,17 (5-0-12 29.41%),6 (0.35),←,
8,"Burns, Ronnie",25y 141d,62 (34-1-27 55.65%),110 (1.77),←,
2,"Colbert, Leigh",23y 55d,101 (60-1-40 59.90%),48 (0.48),←,
19,"Hall, Derek",27y 245d,65 (38-1-26 59.23%),69 (1.06),63 (36-1-26 57.94%),66 (1.05)
32,"Hocking, Garry",29y 297d,220 (126-2-92 57.73%),208 (0.95),←,
13,"Kilpatrick, Glenn",25y 337d,77 (41-0-36 53.25%),12 (0.16),51 (27-0-24 52.94%),8 (0.16)
1,"King, Steven",19y 252d,42 (20-0-22 47.62%),12 (0.29),←,
21,"Mansfield, Michael",26y 358d,159 (92-1-66 58.18%),85 (0.53),←,
28,"McKinnon, Martin",23y 27d,76 (39-1-36 51.97%),43 (0.57),51 (29-1-21 57.84%),36 (0.71)
31,"Mensch, David",25y 352d,93 (61-0-32 65.59%),87 (0.94),←,
39,"Milburn, Darren",21y 108d,21 (7-0-14 33.33%),8 (0.38),←,
34,"Rahilly, James",19y 47d,13 (6-0-7 46.15%),1 (0.08),←,
15,"Riccardi, Peter",25y 227d,141 (86-1-54 61.35%),139 (0.99),←,
27,"Sanderson, Brenton",24y 155d,83 (45-1-37 54.82%),21 (0.25),73 (43-1-29 59.59%),16 (0.22)
12,"Sholl, Brad",25y 264d,87 (51-1-35 59.20%),28 (0.32),85 (51-1-33 60.59%),28 (0.33)
24,"Simpson, Hamish",22y 196d,5 (1-0-4 20.00%),,←,
4,"Snell, Jason",21y 5d,27 (14-0-13 51.85%),30 (1.11),←,
14,"Spinks, Brett",24y 267d,36 (19-0-17 52.78%),45 (1.25),15 (7-0-8 46.67%),31 (2.07)
20,"Steinfort, Carl",21y 122d,30 (17-0-13 56.67%),12 (0.40),←,
42,"Wood, Justin",18y 226d,3 (1-0-2 33.33%),,←,
Totals,Totals,23y 319d,1532 (862-13-657 56.27%),1038 (0.68),,
C,"Ayres, Gary",37y 307d,90 (53-1-36 59.44%),,←,
