Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
18,"Betts, Eddie",27y 278d,206 (86-3-117 42.48%),341 (1.66),22 (11-0-11 50.00%),51 (2.32)
16,"Brown, Luke",21y 343d,46 (23-0-23 50.00%),2 (0.04),←,
2,"Crouch, Brad",20y 229d,25 (12-0-13 48.00%),9 (0.36),←,
44,"Crouch, Matt",19y 132d,8 (6-0-2 75.00%),3 (0.38),←,
32,"Dangerfield, Patrick",24y 148d,131 (67-0-64 51.15%),142 (1.08),←,
26,"Douglas, Richard",27y 206d,155 (79-0-76 50.97%),107 (0.69),←,
45,"Henderson, Ricky",25y 354d,64 (30-0-34 46.88%),39 (0.61),←,
24,"Jacobs, Sam",26y 143d,104 (52-0-52 50.00%),24 (0.23),87 (45-0-42 51.72%),21 (0.24)
10,"Jaensch, Matthew",24y 347d,67 (31-0-36 46.27%),25 (0.37),←,
4,"Jenkins, Josh",25y 204d,48 (26-0-22 54.17%),75 (1.56),←,
17,"Kerridge, Sam",21y 127d,26 (13-0-13 50.00%),23 (0.88),←,
31,"Lyons, Jarryd",22y 40d,22 (11-0-11 50.00%),13 (0.59),←,
14,"Mackay, David",26y 37d,124 (71-0-53 57.26%),41 (0.33),←,
36,"Martin, Brodie",25y 298d,35 (17-0-18 48.57%),12 (0.34),←,
1,"Podsiadly, James",32y 355d,104 (72-0-32 69.23%),195 (1.88),21 (10-0-11 47.62%),26 (1.24)
3,"Reilly, Brent",30y 292d,203 (112-0-91 55.17%),52 (0.26),←,
25,"Rutten, Ben",31y 95d,229 (129-0-100 56.33%),9 (0.04),←,
9,"Sloane, Rory",24y 167d,100 (52-0-48 52.00%),62 (0.62),←,
33,"Smith, Brodie",22y 229d,76 (41-0-35 53.95%),21 (0.28),←,
12,"Talia, Daniel",22y 333d,76 (42-0-34 55.26%),4 (0.05),←,
5,"Thompson, Scott",31y 170d,264 (144-0-120 54.55%),150 (0.57),225 (126-0-99 56.00%),133 (0.59)
13,"Walker, Taylor",24y 128d,84 (43-0-41 51.19%),197 (2.35),←,
Totals,Totals,25y 178d,2197 (1159-3-1035 52.75%),1546 (0.70),,
C,"Sanderson, Brenton",40y 185d,69 (39-0-30 56.52%),,←,
