Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",16,2,3,19,,2.0,,2.0,,,,,,,,,,,,,,,
32,"Baldwin, Jason",15,5,3,18,,1.0,,3.0,,,,,1.0,,,,,,,,,,
5,"Barker, John",14,5,4,18,,,,,,,,,1.0,1.0,,,,,,,,,
1,"Boyd, Brad",13,6,4,17,2,,,,,,,,1.0,1.0,,,,,,,,,
27,"Chandler, Brett",10,3,11,21,,1.0,,6.0,,,,,1.0,2.0,,,,,,,,,
35,"Cook, Brett",1,,1,2,,,4.0,1.0,,,,,,1.0,,,,,,,,,
24,"Cummings, Trent",8,4,10,18,,,,1.0,,,,,3.0,,,,,,,,,,
31,"Dent, Matthew",3,2,2,5,,,,1.0,,,,,,1.0,,,,,,,,,
6,"Guard, Jeremy",13,5,6,19,2,1.0,,4.0,,,,,,2.0,,,,,,,,,
17,"Hawking, Simon",15,5,6,21,,,,,,,,,5.0,,,,,,,,,,
3,"Hawkins, Doug",10,6,6,16,,,,2.0,,,,,,1.0,1.0,,,,,,,,
19,"Holmes, Darren",2,1,3,5,,,,,,,,,,,,,,,,,,,
2,"Johnson, Chris",10,3,4,14,2,2.0,,,,,,,1.0,1.0,,,,,,,,,
30,"Manson, James",1,2,6,7,,,3.0,,,,,,,,,,,,,,,,
25,"McCarthy, John",11,3,9,20,2,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,
11,"McGregor, Anthony",3,1,5,8,,,,3.0,,,,,,1.0,,,,,,,,,
18,"Mitchell, Nick",5,1,8,13,,,,,,,,,1.0,,,,,,,,,,
7,"Molloy, Jarrod",7,1,8,15,1,1.0,1.0,3.0,,,,,2.0,1.0,,,,,,,,,
4,"Paxman, Stephen",10,3,3,13,,,,1.0,,,,,2.0,1.0,,,,,,,,,
8,"Pike, Martin",9,7,4,13,3,1.0,2.0,3.0,,,,,1.0,2.0,,,,,,,,,
16,"Zanotti, Mark",17,4,6,23,,,,1.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,69,112,305,12,12.0,11.0,32.0,,,,,21.0,16.0,1.0,,,,,,,,
Opposition,Opposition,178,74,109,287,17,14.0,13.0,25.0,,,,,16.0,21.0,5.0,,,,,,,,
