Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",25y 205d,57 (29-0-28 50.88%),3 (0.05),←,
18,"Cameron, Jeremy",26y 41d,138 (59-3-76 43.84%),357 (2.59),←,
3,"Coniglio, Stephen",25y 148d,126 (59-1-66 47.22%),72 (0.57),←,
16,"Daniels, Brent",20y 64d,15 (10-0-5 66.67%),7 (0.47),←,
1,"Davis, Phil",28y 255d,149 (72-3-74 49.33%),6 (0.04),131 (61-3-67 47.71%),5 (0.04)
24,"de Boer, Matt",29y 63d,176 (101-4-71 58.52%),72 (0.41),38 (23-3-12 64.47%),24 (0.63)
31,"Finlayson, Jeremy",23y 92d,23 (11-2-10 52.17%),20 (0.87),←,
4,"Greene, Toby",25y 229d,130 (56-1-73 43.46%),146 (1.12),←,
19,"Haynes, Nick",26y 359d,112 (54-3-55 49.55%),9 (0.08),←,
27,"Himmelberg, Harry",23y 4d,48 (31-1-16 65.63%),45 (0.94),←,
2,"Hopper, Jacob",22y 95d,52 (33-1-18 64.42%),21 (0.40),←,
22,"Kelly, Josh",24y 89d,105 (59-2-44 57.14%),65 (0.62),←,
40,"Kennedy, Adam",26y 304d,100 (37-0-63 37.00%),8 (0.08),←,
17,"Langdon, Zac",23y 180d,22 (13-0-9 59.09%),21 (0.95),←,
38,"Lloyd, Daniel",27y 83d,29 (16-3-10 60.34%),24 (0.83),←,
50,"Reid, Sam",29y 186d,72 (40-3-29 57.64%),28 (0.39),62 (34-3-25 57.26%),27 (0.44)
23,"Shaw, Heath",33y 166d,290 (177-5-108 61.90%),39 (0.13),117 (67-3-47 58.55%),2 (0.02)
26,"Simpson, Dawson",30y 84d,42 (29-1-12 70.24%),4 (0.10),14 (10-1-3 75.00%),
14,"Taranto, Tim",21y 104d,45 (28-1-16 63.33%),19 (0.42),←,
15,"Taylor, Sam",20y 7d,16 (12-0-4 75.00%),,←,
20,"Tomlinson, Adam",25y 275d,123 (51-3-69 42.68%),32 (0.26),←,
29,"Williams, Zac",24y 234d,86 (45-0-41 52.33%),21 (0.24),←,
Totals,Totals,25y 215d,1956 (1022-37-897 52.25%),1019 (0.52),,
C,"Cameron, Leon",46y 252d,125 (68-3-54 55.60%),,←,
