Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bickley, Mark",24,2,10,34,,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
34,"Hart, Ben",13,5,5,18,,,,,,,,,1.0,,,,,,,,,,
3,"Hart, Darel",8,3,4,12,1,,,1.0,,,,,,1.0,,,,,,,,,
29,"Ingerson, Anthony",2,3,3,5,,,3.0,,,,,,,,,,,,,,,,
35,"Jameson, Rod",13,5,7,20,2,1.0,1.0,,,,,,3.0,2.0,,,,,,,,,
2,"Jarman, Andrew",17,2,16,33,,,,1.0,,,,,2.0,1.0,,,,,,,,,
13,"Lee, Scott",17,4,2,19,1,2.0,,,,,,,1.0,2.0,,,,,,,,,
27,"Liptak, Matthew",4,,9,13,,1.0,,1.0,,,,,,1.0,,,,,,,,,
16,"Marshall, David",16,6,3,19,,1.0,,3.0,,,,,2.0,,,,,,,,,,
18,"Maynard, Rodney",9,7,14,23,,,,2.0,,,,,1.0,,,,,,,,,,
10,"McDermott, Chris",26,2,10,36,,,,,,,,,3.0,2.0,,,,,,,,,
25,"Mickan, Mark",1,2,3,4,,,13.0,,,,,,,1.0,,,,,,,,,
6,"Modra, Tony",7,3,,7,5,2.0,,1.0,,,,,1.0,,,,,,,,,,
22,"Murphy, Michael",12,8,4,16,2,1.0,1.0,1.0,,,,,,,,,,,,,,,
52,"Rehn, Shaun",10,7,12,22,,,16.0,2.0,,,,,2.0,,1.0,,,,,,,,
40,"Schwerdt, Stephen",15,3,5,20,,,,1.0,,,,,2.0,,,,,,,,,,
7,"Smart, Nigel",4,2,4,8,,,,1.0,,,,,1.0,1.0,,,,,,,,,
4,"Tasker, Sean",6,1,5,11,,,,,,,,,,,,,,,,,,,
12,"Tregenza, Simon",5,,,5,,,,,,,,,,,,,,,,,,,
33,"Weidemann, Wayne",9,3,9,18,,,,2.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,68,125,343,11,12.0,34.0,18.0,,,,,22.0,13.0,1.0,,,,,,,,
Opposition,Opposition,234,52,104,338,17,16.0,31.0,39.0,,,,,13.0,22.0,5.0,,,,,,,,
