West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
37,"Barrass, Tom",7,6,4,11,,,,1.0,2.0,,,1.0,,1.0,,4.0,7.0,3.0,,9.0,,,84.0
15,"Cripps, Jamie",14,6,6,20,,1.0,,3.0,2.0,5.0,1.0,3.0,,,,4.0,16.0,,,,6.0,1.0,81.0
27,"Darling, Jack",6,8,12,18,,1.0,,4.0,,3.0,2.0,5.0,,1.0,,9.0,9.0,2.0,1.0,2.0,,,89.0
3,"Gaff, Andrew",12,1,7,19,1,,,,1.0,3.0,,4.0,1.0,1.0,,4.0,15.0,,,,1.0,,90.0
33,"Hill, Josh",6,2,3,9,3,,,5.0,1.0,1.0,,2.0,,,,3.0,5.0,,1.0,1.0,,,75.0
25,"Hurn, Shannon",16,6,7,23,1,,,3.0,2.0,3.0,,,2.0,,,5.0,16.0,1.0,,2.0,,1.0,89.0
34,"Hutchings, Mark",8,2,5,13,,1.0,,7.0,2.0,2.0,3.0,2.0,1.0,1.0,,5.0,8.0,,1.0,1.0,,,83.0
17,"Kennedy, Josh",11,8,2,13,7,2.0,,3.0,,,,2.0,1.0,2.0,3.0,5.0,9.0,3.0,6.0,2.0,,1.0,100.0
2,"LeCras, Mark",16,9,2,18,3,2.0,,2.0,,6.0,1.0,1.0,,,,5.0,14.0,1.0,5.0,1.0,,,86.0
29,"Lycett, Scott",5,6,5,10,,,13.0,3.0,1.0,4.0,2.0,2.0,2.0,,,5.0,5.0,1.0,,1.0,,,69.0
7,"Masten, Chris",20,8,13,33,,,,2.0,3.0,3.0,1.0,3.0,1.0,1.0,,4.0,29.0,,,1.0,,1.0,88.0
20,"McGovern, Jeremy",18,7,2,20,,,,1.0,4.0,3.0,,,1.0,,,6.0,13.0,1.0,,4.0,,,86.0
9,"Naitanui, Nic",3,,4,7,1,,26.0,2.0,,1.0,3.0,3.0,4.0,2.0,,7.0,2.0,,,1.0,,,61.0
30,"Nelson, Jackson",9,5,7,16,,,,4.0,2.0,3.0,2.0,1.0,,1.0,,5.0,11.0,,,1.0,,1.0,83.0
11,"Priddis, Matt",11,4,22,33,,,,4.0,1.0,6.0,5.0,2.0,1.0,,2.0,18.0,14.0,,,2.0,,3.0,83.0
31,"Schofield, Will",9,6,5,14,,,,2.0,4.0,1.0,,1.0,,,,2.0,10.0,,,2.0,,,91.0
4,"Sheed, Dom",5,2,7,12,,,,,,,1.0,2.0,,,,4.0,8.0,,,,,,70.0
5,"Sheppard, Brad",11,7,7,18,,,,,,4.0,,2.0,,,,5.0,14.0,1.0,,6.0,,1.0,87.0
13,"Shuey, Luke",8,2,15,23,,,,10.0,2.0,3.0,6.0,3.0,1.0,3.0,1.0,12.0,11.0,1.0,,,3.0,3.0,79.0
32,"Tunbridge, Simon",7,3,3,10,1,,,3.0,,4.0,1.0,4.0,,1.0,,3.0,7.0,,,1.0,,,66.0
12,"Wellingham, Sharrod",14,6,10,24,,,,1.0,5.0,2.0,,2.0,,1.0,,10.0,14.0,,,1.0,1.0,,80.0
6,"Yeo, Elliot",6,4,8,14,,,,6.0,1.0,3.0,3.0,5.0,,3.0,,7.0,8.0,1.0,,1.0,1.0,,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,108,156,378,17,8.0,39.0,66.0,33.0,60.0,31.0,50.0,15.0,18.0,6.0,132.0,245.0,15.0,14.0,39.0,12.0,12.0,
Opposition,Opposition,209,97,160,369,9,10.0,36.0,52.0,40.0,44.0,39.0,54.0,18.0,15.0,,131.0,233.0,16.0,8.0,44.0,9.0,5.0,
