Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",22y 105d,38 (16-0-22 42.11%),14 (0.37),←,
36,"Garlett, Jeff",28y 264d,172 (86-1-85 50.29%),303 (1.76),65 (29-0-36 44.62%),120 (1.85)
11,"Gawn, Max",26y 115d,79 (28-0-51 35.44%),39 (0.49),←,
4,"Harmes, James",22y 201d,49 (23-0-26 46.94%),30 (0.61),←,
14,"Hibberd, Michael",28y 111d,107 (52-1-54 49.07%),12 (0.11),23 (12-0-11 52.17%),1 (0.04)
1,"Hogan, Jesse",23y 71d,56 (22-0-34 39.29%),117 (2.09),←,
29,"Hunt, Jayden",23y 21d,44 (22-0-22 50.00%),10 (0.23),←,
39,"Jetta, Neville",28y 71d,121 (39-2-80 33.06%),24 (0.20),←,
2,"Jones, Nathan",30y 94d,244 (69-3-172 28.89%),118 (0.48),←,
16,"Kent, Dean",24y 59d,61 (18-0-43 29.51%),62 (1.02),←,
8,"Lever, Jake",22y 50d,61 (40-0-21 65.57%),3 (0.05),5 (2-0-3 40.00%),
28,"McDonald, Oscar",22y 37d,42 (22-0-20 52.38%),,←,
18,"Melksham, Jake",26y 238d,138 (65-1-72 47.46%),82 (0.59),24 (13-0-11 54.17%),25 (1.04)
30,"Neal-Bullen, Alex",22y 105d,39 (18-0-21 46.15%),27 (0.69),←,
13,"Oliver, Clayton",20y 276d,40 (21-0-19 52.50%),13 (0.32),←,
5,"Petracca, Christian",22y 110d,44 (21-0-23 47.73%),40 (0.91),←,
3,"Salem, Christian",22y 283d,51 (19-0-32 37.25%),14 (0.27),←,
15,"Stretch, Billy",21y 228d,37 (15-0-22 40.54%),8 (0.22),←,
12,"Tyson, Dom",24y 320d,93 (31-0-62 33.33%),42 (0.45),80 (30-0-50 37.50%),38 (0.47)
23,"Vince, Bernie",32y 204d,217 (99-0-118 45.62%),113 (0.52),88 (31-0-57 35.23%),33 (0.38)
42,"Wagner, Josh",23y 304d,28 (13-0-15 46.43%),2 (0.07),←,
26,"Weideman, Sam",20y 302d,11 (5-0-6 45.45%),6 (0.55),←,
Totals,Totals,24y 195d,1772 (744-8-1020 41.99%),1079 (0.61),,
C,"Goodwin, Simon",41y 119d,28 (14-0-14 50.00%),,27 (14-0-13 51.85%),
