Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fitzroy Games (W-D-L W%),Fitzroy Goals (Ave.)
39,"Abbott, Paul",27y 197d,92 (71-0-21 77.17%),32 (0.35),7 (4-0-3 57.14%),2 (0.29)
14,"Armstrong, Matt",25y 69d,79 (32-0-47 40.51%),42 (0.53),←,
32,"Baldwin, Jason",22y 184d,42 (16-0-26 38.10%),7 (0.17),←,
20,"Barrett, Chris",19y 46d,1 (1-0-0 100.00%),,←,
18,"Blakey, John",25y 290d,124 (49-0-75 39.52%),35 (0.28),←,
22,"Caven, Peter",21y 359d,15 (7-0-8 46.67%),12 (0.80),←,
16,"Cormack, Joe",25y 253d,29 (9-0-20 31.03%),19 (0.66),19 (5-0-14 26.32%),12 (0.63)
2,"Dundas, Matthew",20y 154d,43 (13-0-30 30.23%),41 (0.95),←,
23,"Exell, Gavin",29y 206d,56 (33-1-22 59.82%),113 (2.02),3 (3-0-0 100.00%),2 (0.67)
6,"Guard, Jeremy",21y 303d,7 (4-0-3 57.14%),3 (0.43),←,
11,"Lynch, Alastair",23y 325d,86 (30-0-56 34.88%),87 (1.01),←,
29,"Lyon, Ross",25y 183d,84 (25-0-59 29.76%),79 (0.94),←,
21,"Morrish, Paul",23y 363d,18 (8-0-10 44.44%),1 (0.06),7 (4-0-3 57.14%),1 (0.14)
44,"Osborne, Richard",27y 328d,178 (78-0-100 43.82%),388 (2.18),←,
4,"Paxman, Stephen",21y 157d,23 (7-0-16 30.43%),4 (0.17),←,
1,"Roos, Paul",28y 317d,216 (91-0-125 42.13%),235 (1.09),←,
3,"Seecamp, Marcus",19y 287d,7 (4-0-3 57.14%),1 (0.14),←,
33,"Stephens, Brett",31y 79d,109 (39-0-70 35.78%),38 (0.35),←,
12,"Wheildon, Darren",21y 180d,32 (11-0-21 34.38%),79 (2.47),←,
8,"Wynd, Jim",27y 180d,80 (30-0-50 37.50%),34 (0.43),←,
Totals,Totals,24y 205d,1321 (558-1-762 42.24%),1250 (0.95),,
C,"Shaw, Robert",37y 124d,29 (8-0-21 27.59%),,←,
