Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
9,"Bizzell, Clint",24y 305d,59 (25-1-33 43.22%),47 (0.80),←,
8,"Burns, Ronnie",28y 47d,107 (56-2-49 53.27%),203 (1.90),←,
14,"Clarke, David",20y 349d,40 (18-1-21 46.25%),27 (0.68),←,
11,"Corey, Joel",19y 71d,10 (4-0-6 40.00%),3 (0.30),←,
44,"Enright, Corey",19y 227d,4 (1-0-3 25.00%),,←,
7,"Graham, Ben",27y 178d,135 (80-1-54 59.63%),40 (0.30),←,
37,"Harley, Tom",22y 285d,38 (20-1-17 53.95%),2 (0.05),37 (19-1-17 52.70%),1 (0.03)
32,"Hocking, Garry",32y 203d,261 (144-3-114 55.75%),237 (0.91),←,
13,"Kilpatrick, Glenn",28y 243d,119 (64-1-54 54.20%),29 (0.24),93 (50-1-42 54.30%),25 (0.27)
1,"King, Steven",22y 158d,91 (46-1-44 51.10%),41 (0.45),←,
45,"Ling, Cameron",20y 61d,12 (5-1-6 45.83%),3 (0.25),←,
31,"Mensch, David",28y 258d,144 (86-1-57 60.07%),165 (1.15),←,
39,"Milburn, Darren",24y 14d,68 (31-0-37 45.59%),39 (0.57),←,
21,"Mooney, Cameron",21y 215d,19 (14-0-5 73.68%),9 (0.47),8 (4-0-4 50.00%),7 (0.88)
16,"Mooney, Jason",27y 328d,128 (54-0-74 42.19%),101 (0.79),31 (14-0-17 45.16%),50 (1.61)
20,"Murphy, Justin",25y 5d,95 (51-0-44 53.68%),89 (0.94),4 (1-0-3 25.00%),4 (1.00)
15,"Riccardi, Peter",28y 133d,189 (109-2-78 58.20%),190 (1.01),←,
27,"Sanderson, Brenton",27y 61d,130 (67-2-61 52.31%),27 (0.21),120 (65-2-53 55.00%),22 (0.18)
30,"Scarlett, Matthew",21y 328d,32 (18-0-14 56.25%),3 (0.09),←,
12,"Sholl, Brad",28y 170d,140 (77-2-61 55.71%),38 (0.27),138 (77-2-59 56.52%),38 (0.28)
6,"Spriggs, David",20y 94d,26 (13-1-12 51.92%),6 (0.23),←,
19,"White, Mitchell",28y 32d,156 (91-2-63 58.97%),109 (0.70),5 (2-0-3 40.00%),6 (1.20)
Totals,Totals,24y 337d,2003 (1074-22-907 53.62%),1408 (0.70),,
C,"Thompson, Mark",37y 161d,28 (14-1-13 51.79%),,←,
