Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
47,"Beams, Ben",20y 250d,1 (1-0-0 100.00%),1 (1.00),←,
18,"Bishop, Matthew",23y 287d,11 (7-0-4 63.64%),3 (0.27),←,
19,"Chisholm, Scott",25y 331d,68 (27-0-41 39.71%),25 (0.37),5 (3-0-2 60.00%),
8,"Farmer, Jeff",21y 304d,67 (27-0-40 40.30%),128 (1.91),←,
20,"Febey, Matthew",29y 248d,129 (61-0-68 47.29%),37 (0.29),←,
21,"Febey, Steven",29y 248d,207 (108-0-99 52.17%),31 (0.15),←,
27,"Ingerson, Anthony",29y 193d,106 (44-0-62 41.51%),40 (0.38),69 (28-0-41 40.58%),15 (0.22)
36,"Leoncelli, Andrew",24y 281d,47 (22-0-25 46.81%),12 (0.26),←,
45,"Longmuir, Troy",19y 334d,9 (4-0-5 44.44%),1 (0.11),←,
35,"McDonald, Anthony",26y 315d,48 (21-0-27 43.75%),23 (0.48),←,
9,"Neitz, David",24y 92d,124 (56-0-68 45.16%),182 (1.47),←,
44,"Nicholson, Alistair",21y 51d,5 (2-0-3 40.00%),,←,
43,"Rigoni, Guy",24y 271d,30 (19-0-11 63.33%),9 (0.30),←,
24,"Robertson, Russell",20y 151d,23 (15-0-8 65.22%),23 (1.00),←,
5,"Schwarz, David",26y 274d,97 (44-1-52 45.88%),150 (1.55),←,
2,"Tingay, Stephen",28y 254d,158 (87-0-71 55.06%),82 (0.52),←,
12,"Viney, Todd",33y 25d,221 (108-1-112 49.10%),84 (0.38),←,
42,"Walsh, Peter",22y 274d,4 (2-0-2 50.00%),,←,
26,"Ward, Daniel",21y 289d,5 (2-0-3 40.00%),,←,
34,"White, Jeff",22y 64d,59 (31-0-28 52.54%),35 (0.59),27 (18-0-9 66.67%),17 (0.63)
22,"Woewodin, Shane",22y 286d,52 (23-0-29 44.23%),16 (0.31),←,
13,"Yze, Adem",21y 215d,77 (33-0-44 42.86%),30 (0.39),←,
Totals,Totals,24y 246d,1548 (744-2-802 48.06%),912 (0.59),,
C,"Daniher, Neale",38y 68d,30 (19-0-11 63.33%),,←,
