Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",24y 119d,136 (81-1-54 59.93%),16 (0.12),←,
22,"Breust, Luke",21y 197d,25 (19-0-6 76.00%),40 (1.60),←,
9,"Burgoyne, Shaun",29y 218d,206 (131-1-74 63.83%),196 (0.95),49 (34-1-14 70.41%),25 (0.51)
23,"Franklin, Lance",25y 117d,151 (82-1-68 54.64%),472 (3.13),←,
6,"Gibson, Josh",28y 74d,109 (56-2-51 52.29%),2 (0.02),44 (27-1-16 62.50%),
27,"Gilham, Stephen",27y 267d,96 (60-1-35 63.02%),3 (0.03),95 (60-1-34 63.68%),3 (0.03)
18,"Guerra, Brent",29y 363d,226 (149-1-76 66.15%),104 (0.46),130 (80-1-49 61.92%),21 (0.16)
20,"Hale, David",28y 4d,158 (76-2-80 48.73%),146 (0.92),29 (20-0-9 68.97%),27 (0.93)
3,"Lewis, Jordan",26y 32d,156 (84-1-71 54.17%),75 (0.48),←,
5,"Mitchell, Sam",29y 227d,206 (109-1-96 53.16%),49 (0.24),←,
28,"Puopolo, Paul",24y 176d,25 (19-0-6 76.00%),11 (0.44),←,
33,"Rioli, Cyril",22y 317d,92 (58-1-33 63.59%),121 (1.32),←,
2,"Roughead, Jarryd",25y 124d,144 (78-1-65 54.51%),268 (1.86),←,
21,"Savage, Shane",21y 142d,29 (19-0-10 65.52%),19 (0.66),←,
25,"Schoenmakers, Ryan",21y 200d,44 (21-0-23 47.73%),1 (0.02),←,
12,"Sewell, Brad",28y 114d,154 (83-1-70 54.22%),22 (0.14),←,
26,"Shiels, Liam",21y 27d,49 (29-0-20 59.18%),13 (0.27),←,
16,"Smith, Isaac",23y 148d,22 (17-0-5 77.27%),26 (1.18),←,
24,"Stratton, Ben",23y 86d,36 (20-1-15 56.94%),1 (0.03),←,
4,"Suckling, Matt",23y 306d,38 (24-0-14 63.16%),14 (0.37),←,
37,"Whitecross, Brendan",22y 122d,59 (35-1-23 60.17%),32 (0.54),←,
11,"Young, Clinton",26y 100d,101 (58-1-42 57.92%),51 (0.50),←,
Totals,Totals,25y 75d,2262 (1308-17-937 57.82%),1682 (0.74),,
C,"Clarkson, Alastair",44y 29d,172 (93-1-78 54.36%),,←,
