Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",20,5.0,14.0,34,2.0,1.0,,4.0,,,,,,,3.0,,,,,,,,
32,"Baldwin, Jason",25,4.0,8.0,33,,,,,,,,,2.0,,,,,,,,,,
37,"Bizzotto, Frank",5,5.0,13.0,18,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,
34,"Boyd, Brad",8,,20.0,28,,,1.0,3.0,,,,,2.0,,,,,,,,,,
17,"Broderick, Paul",13,8.0,20.0,33,,1.0,,3.0,,,,,1.0,4.0,,,,,,,,,
2,"Dundas, Matthew",9,,10.0,19,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,
18,"Dunstan, Michael",9,4.0,7.0,16,1.0,,,2.0,,,,,,1.0,,,,,,,,,
6,"Guard, Jeremy",4,1.0,4.0,8,1.0,,,3.0,,,,,,,,,,,,,,,
36,"Hawking, Simon",7,3.0,4.0,11,,,,2.0,,,,,,1.0,,,,,,,,,
24,"Kavanagh, Tom",13,3.0,11.0,24,,,1.0,2.0,,,,,4.0,1.0,,,,,,,,,
11,"Lynch, Alastair",12,9.0,,12,6.0,3.0,,1.0,,,,,1.0,3.0,,,,,,,,,
29,"Lyon, Ross",11,4.0,7.0,18,1.0,3.0,,3.0,,,,,3.0,,,,,,,,,,
30,"Manson, James",2,3.0,5.0,7,1.0,,6.0,,,,,,1.0,,,,,,,,,,
25,"McCarthy, John",12,7.0,8.0,20,,,,1.0,,,,,1.0,2.0,,,,,,,,,
49,"McGregor, Anthony",7,2.0,2.0,9,,,,3.0,,,,,1.0,1.0,,,,,,,,,
1,"Roos, Paul",14,7.0,12.0,26,,,,2.0,,,,,1.0,,,,,,,,,,
9,"Sartori, Peter",7,5.0,10.0,17,,,6.0,2.0,,,,,1.0,,,,,,,,,,
12,"Wheildon, Darren",4,4.0,6.0,10,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,
8,"Wynd, Jim",18,6.0,8.0,26,1.0,,,2.0,,,,,4.0,2.0,,,,,,,,,
16,"Zanotti, Mark",9,,6.0,15,,,,1.0,,,,,3.0,,,,,,,,,,
Totals,Totals,209,80.0,175.0,384,15.0,9.0,14.0,39.0,,,,,27.0,18.0,4.0,,,,,,,,
Opposition,Opposition,178,60.0,130.0,308,13.0,16.0,13.0,35.0,,,,,18.0,27.0,2.0,,,,,,,,
