Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",29y 75d,210 (130-0-80 61.90%),118 (0.56),←,
12,"Blakey, John",35y 318d,353 (188-0-165 53.26%),107 (0.30),218 (136-0-82 62.39%),69 (0.32)
22,"Burton, Matthew",32y 19d,125 (50-0-75 40.00%),56 (0.45),55 (28-0-27 50.91%),24 (0.44)
23,"Clayton, Shane",23y 226d,98 (51-0-47 52.04%),47 (0.48),80 (49-0-31 61.25%),46 (0.57)
2,"Colbert, Leigh",27y,144 (83-1-60 57.99%),62 (0.43),39 (21-0-18 53.85%),12 (0.31)
6,"Grant, Shannon",25y 49d,163 (99-1-63 61.04%),183 (1.12),105 (67-0-38 63.81%),145 (1.38)
39,"Harding, Leigh",21y 42d,12 (6-0-6 50.00%),10 (0.83),←,
14,"Harris, Daniel",20y 28d,12 (4-0-8 33.33%),1 (0.08),←,
29,"Harvey, Brent",24y 24d,120 (76-0-44 63.33%),136 (1.13),←,
34,"King, David",30y 92d,187 (120-0-67 64.17%),96 (0.51),←,
35,"Makepeace, Troy",23y 93d,50 (26-0-24 52.00%),12 (0.24),←,
4,"Martyn, Mick",33y 280d,275 (164-1-110 59.82%),16 (0.06),←,
5,"McCartney, Jason",28y 85d,178 (98-0-80 55.06%),61 (0.34),103 (64-0-39 62.14%),13 (0.13)
32,"Morrell, Digby",22y 240d,14 (7-0-7 50.00%),13 (0.93),←,
28,"Pickett, Byron",24y 300d,109 (68-0-41 62.39%),63 (0.58),←,
17,"Porter, Mark",25y 239d,66 (34-0-32 51.52%),15 (0.23),11 (6-0-5 54.55%),2 (0.18)
30,"Robbins, Ben",25y 162d,63 (31-2-30 50.79%),16 (0.25),11 (6-0-5 54.55%),2 (0.18)
26,"Rocca, Saverio",28y 199d,188 (84-2-102 45.21%),585 (3.11),32 (14-0-18 43.75%),71 (2.22)
7,"Simpson, Adam",26y 111d,147 (96-0-51 65.31%),48 (0.33),←,
9,"Sinclair, Jess",23y 285d,71 (22-0-49 30.99%),35 (0.49),21 (9-0-12 42.86%),9 (0.43)
10,"Stevens, Anthony",30y 340d,244 (150-0-94 61.48%),109 (0.45),←,
40,"Teague, David",21y 33d,14 (7-0-7 50.00%),3 (0.21),←,
Totals,Totals,26y 180d,2843 (1594-7-1242 56.07%),1792 (0.63),,
C,"Pagan, Denis",54y 256d,228 (144-0-84 63.16%),,←,
