Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bickley, Mark",9,2,7,16,,,,3.0,,,,,2.0,,,,,,,,,,
18,"Bond, Troy",12,5,6,18,,1.0,,,,,,,,,,,,,,,,,
44,"Caven, Peter",9,6,9,18,1,,,,,,,,,1.0,,,,,,,,,
19,"Chalmers, Brett",6,1,1,7,,,,2.0,,,,,2.0,,,,,,,,,,
37,"Edwards, Tyson",3,2,1,4,1,,,1.0,,,,,1.0,,,,,,,,,,
13,"Ellen, Shane",7,2,3,10,,,,,,,,,1.0,1.0,,,,,,,,,
34,"Hart, Ben",4,1,3,7,,,,,,,,,1.0,,,,,,,,,,
35,"Jameson, Rod",14,3,3,17,,,,1.0,,,,,1.0,,,,,,,,,,
2,"Jarman, Andrew",10,7,6,16,6,,,3.0,,,,,1.0,5.0,,,,,,,,,
3,"Jarman, Darren",16,4,5,21,8,1.0,,,,,,,,3.0,,,,,,,,,
9,"Koster, Kym",18,9,13,31,1,,,1.0,,,,,1.0,3.0,1.0,,,,,,,,
27,"Liptak, Matthew",7,3,12,19,,,,,,,,,,1.0,,,,,,,,,
10,"McDermott, Chris",3,2,4,7,,,,,,,,,,,,,,,,,,,
11,"McGuinness, Tony",15,2,3,18,1,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
23,"McLeod, Andrew",10,3,8,18,,1.0,,,,,,,,2.0,,,,,,,,,
15,"Pittman, David",6,6,7,13,1,,8.0,1.0,,,,,2.0,6.0,,,,,,,,,
52,"Rehn, Shaun",5,2,3,8,,,9.0,,,,,,1.0,2.0,,,,,,,,,
32,"Ricciuto, Mark",13,3,7,20,,,,,,,,,,1.0,,,,,,,,,
5,"Robran, Matthew",10,4,5,15,2,2.0,,3.0,,,,,2.0,1.0,,,,,,,,,
7,"Smart, Nigel",11,3,4,15,,,,5.0,,,,,1.0,1.0,,,,,,,,,
12,"Tregenza, Simon",10,,4,14,,,,2.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,70,114,312,21,7.0,17.0,26.0,,,,,17.0,28.0,1.0,,,,,,,,
Opposition,Opposition,190,71,154,344,15,11.0,17.0,25.0,,,,,28.0,17.0,5.0,,,,,,,,
