Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",26y 86d,153 (90-0-63 58.82%),142 (0.93),30 (6-0-24 20.00%),22 (0.73)
30,"Brown, Leigh",20y 92d,51 (14-0-37 27.45%),17 (0.33),←,
9,"Carr, Matthew",23y 148d,58 (13-1-44 23.28%),14 (0.24),30 (6-0-24 20.00%),12 (0.40)
10,"Cook, Troy",25y 287d,96 (38-0-58 39.58%),39 (0.41),53 (14-0-39 26.42%),28 (0.53)
24,"Croad, Trent",22y 78d,93 (48-1-44 52.15%),102 (1.10),9 (4-0-5 44.44%),22 (2.44)
38,"Cunningham, Ben",20y 185d,16 (4-0-12 25.00%),13 (0.81),←,
7,"Farmer, Jeff",24y 336d,125 (55-0-70 44.00%),271 (2.17),7 (3-0-4 42.86%),12 (1.71)
14,"Grover, Antoni",22y 76d,26 (6-0-20 23.08%),3 (0.12),←,
39,"Haines, Daniel",21y 45d,4 (2-0-2 50.00%),,←,
4,"Hasleby, Paul",20y 348d,50 (13-0-37 26.00%),33 (0.66),←,
5,"Jones, Anthony",27y 158d,79 (24-0-55 30.38%),3 (0.04),←,
28,"Koops, Steven",23y 306d,52 (18-0-34 34.62%),40 (0.77),←,
20,"Longmuir, Justin",21y 125d,44 (10-0-34 22.73%),47 (1.07),←,
8,"McManus, Shaun",26y 106d,110 (32-0-78 29.09%),59 (0.54),←,
34,"Medhurst, Paul",20y 166d,7 (3-0-4 42.86%),9 (1.29),←,
25,"Norrish, Jason",30y 120d,136 (49-0-87 36.03%),24 (0.18),116 (37-0-79 31.90%),22 (0.19)
23,"Parker, Shane",29y 97d,137 (43-0-94 31.39%),9 (0.07),←,
29,"Pavlich, Matthew",20y 146d,48 (12-0-36 25.00%),46 (0.96),←,
27,"Polak, Graham",17y 344d,5 (2-0-3 40.00%),,←,
35,"Siegert, Andrew",20y 128d,9 (4-0-5 44.44%),,←,
2,"Simmonds, Troy",23y 317d,47 (23-0-24 48.94%),12 (0.26),7 (3-0-4 42.86%),5 (0.71)
19,"Walker, James",23y 131d,62 (16-0-46 25.81%),8 (0.13),←,
Totals,Totals,23y 107d,1408 (519-2-887 36.86%),891 (0.63),,
C,"Connolly, Chris",39y 62d,10 (5-0-5 50.00%),,9 (4-0-5 44.44%),
