Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",13.0,1.0,4,17,2.0,1.0,,2.0,,,,,2.0,4.0,,,,,,,,,
19,"Beveridge, Luke",18.0,2.0,5,23,1.0,,,3.0,,,,,2.0,1.0,,,,,,,,,
18,"Cameron, Leon",14.0,5.0,10,24,,,,2.0,,,,,2.0,,3.0,,,,,,,,
16,"Croft, Matthew",9.0,5.0,3,12,,,,2.0,,,,,,,,,,,,,,,
3,"Grant, Chris",8.0,6.0,2,10,3.0,4.0,,,,,,,2.0,2.0,,,,,,,,,
1,"Grgic, Ilija",8.0,6.0,2,10,,2.0,2.0,1.0,,,,,,1.0,,,,,,,,,
7,"Hawkins, Doug",16.0,7.0,7,23,,1.0,,2.0,,,,,2.0,1.0,1.0,,,,,,,,
10,"Hunter, Mark",13.0,1.0,5,18,,,,1.0,,,,,2.0,2.0,,,,,,,,,
21,"Kolyniuk, Steven",11.0,2.0,2,13,4.0,1.0,,4.0,,,,,1.0,2.0,,,,,,,,,
12,"Koster, Kym",6.0,1.0,3,9,1.0,,,1.0,,,,,1.0,,,,,,,,,,
35,"Kretiuk, Steven",10.0,6.0,2,12,,,,1.0,,,,,2.0,2.0,,,,,,,,,
39,"Liberatore, Tony",7.0,,3,10,,,,4.0,,,,,3.0,1.0,,,,,,,,,
27,"Macpherson, Stephen",11.0,4.0,7,18,1.0,,,4.0,,,,,1.0,1.0,,,,,,,,,
44,"Osborne, Richard",10.0,5.0,2,12,2.0,,,2.0,,,,,1.0,3.0,,,,,,,,,
5,"Smith, Rohan",,,2,2,,,,,,,,,1.0,,,,,,,,,,
8,"Southern, Daniel",6.0,9.0,9,15,,,,1.0,,,,,,2.0,2.0,,,,,,,,
17,"Standfield, Barry",9.0,5.0,4,13,2.0,1.0,4.0,2.0,,,,,1.0,2.0,,,,,,,,,
24,"Wallis, Stephen",10.0,5.0,11,21,,,,1.0,,,,,2.0,1.0,,,,,,,,,
25,"Watts, Jason",7.0,2.0,5,12,,,,1.0,,,,,2.0,1.0,,,,,,,,,
14,"West, Scott",14.0,1.0,6,20,1.0,1.0,,,,,,,1.0,,,,,,,,,,
15,"Wynd, Scott",8.0,4.0,3,11,,,13.0,2.0,,,,,2.0,,,,,,,,,,
Totals,Totals,208.0,77.0,97,305,17.0,11.0,19.0,36.0,,,,,30.0,26.0,6.0,,,,,,,,
Opposition,Opposition,165.0,54.0,78,243,13.0,7.0,24.0,37.0,,,,,26.0,30.0,,,,,,,,,
