West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Breman, Todd",2,,,2,,1.0,,1.0,,,,,,,,,,,,,,,
14,"Brennan, Michael",8,3,1,9,,,,,,,,,,,,,,,,,,,
36,"Hart, David",16,1,2,18,1,,,,,,,,1.0,2.0,,,,,,,,,
39,"Heady, Brett",11,5,5,16,1,,,,,,,,,3.0,,,,,,,,,
34,"Irving, Dean",11,4,1,12,,,7.0,,,,,,1.0,,,,,,,,,,
27,"Jackson, Stevan",6,2,,6,3,,,,,,,,1.0,2.0,,,,,,,,,
33,"Kemp, Dean",19,9,10,29,,,,2.0,,,,,,2.0,,,,,,,,,
5,"Lamb, Dwayne",10,,7,17,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
19,"Langdon, Karl",4,2,6,10,,1.0,,1.0,,,,,,,,,,,,,,,
28,"Lewis, Chris",17,1,2,19,,2.0,,2.0,,,,,,1.0,,,,,,,,,
8,"Malaxos, Stephen",14,6,12,26,1,,,1.0,,,,,1.0,3.0,,,,,,,,,
17,"McKenna, Guy",7,4,10,17,,,,1.0,,,,,3.0,2.0,,,,,,,,,
41,"Narkle, Phil",7,,4,11,1,2.0,,3.0,,,,,3.0,1.0,,,,,,,,,
23,"Rance, Murray",6,4,8,14,,1.0,,,,,,,,2.0,,,,,,,,,
12,"Scott, Phil",3,1,2,5,,,10.0,1.0,,,,,,,,,,,,,,,
4,"Sumich, Peter",8,4,3,11,1,,,,,,,,,1.0,,,,,,,,,
7,"Turley, Craig",6,2,6,12,2,,,1.0,,,,,,3.0,,,,,,,,,
35,"Ugle, Troy",8,5,11,19,,,,3.0,,,,,2.0,1.0,,,,,,,,,
9,"Wilson, Peter",13,3,6,19,1,,,3.0,,,,,1.0,1.0,,,,,,,,,
24,"Worsfold, John",8,2,9,17,,,,,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,58,105,289,11,10.0,17.0,20.0,,,,,17.0,26.0,,,,,,,,,
Opposition,Opposition,211,80,123,334,15,12.0,25.0,21.0,,,,,26.0,17.0,6.0,,,,,,,,
