North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",28y 98d,172 (92-1-79 53.78%),202 (1.17),←,
5,"Anderson, Stuart",22y 66d,39 (28-0-11 71.79%),12 (0.31),←,
11,"Archer, Glenn",23y 161d,93 (57-0-36 61.29%),67 (0.72),←,
26,"Bell, Peter",20y 184d,22 (14-0-8 63.64%),24 (1.09),20 (14-0-6 70.00%),22 (1.10)
12,"Blakey, John",30y 39d,222 (107-0-115 48.20%),69 (0.31),87 (55-0-32 63.22%),31 (0.36)
16,"Capuano, Mathew",20y 365d,33 (22-0-11 66.67%),11 (0.33),←,
18,"Carey, Wayne",25y 97d,145 (86-0-59 59.31%),379 (2.61),←,
27,"Crocker, Darren",29y 159d,146 (72-1-73 49.66%),101 (0.69),←,
6,"Fairley, Ian",31y 349d,214 (113-2-99 53.27%),148 (0.69),←,
29,"Harvey, Brent",18y 110d,1 (1-0-0 100.00%),,←,
34,"King, David",24y 178d,63 (41-0-22 65.08%),16 (0.25),←,
7,"Laidley, Dani",29y 158d,137 (83-1-53 60.95%),14 (0.10),85 (54-0-31 63.53%),3 (0.04)
4,"Martyn, Mick",28y 1d,173 (95-1-77 55.20%),14 (0.08),←,
31,"McKernan, Corey",22y 257d,68 (46-0-22 67.65%),72 (1.06),←,
22,"Roberts, Mark",31y 65d,161 (79-0-82 49.07%),132 (0.82),84 (53-0-31 63.10%),113 (1.35)
3,"Rock, Anthony",25y 338d,134 (80-0-54 59.70%),114 (0.85),←,
2,"Schwass, Wayne",27y 279d,161 (87-0-74 54.04%),89 (0.55),←,
8,"Scott, Robert",27y 184d,178 (106-1-71 59.83%),191 (1.07),46 (31-0-15 67.39%),27 (0.59)
24,"Sholl, Craig",28y 246d,148 (84-0-64 56.76%),50 (0.34),←,
37,"Simpson, Adam",20y 198d,24 (18-0-6 75.00%),14 (0.58),←,
10,"Stevens, Anthony",25y 61d,128 (75-0-53 58.59%),65 (0.51),←,
Totals,Totals,25y 293d,2462 (1386-7-1069 56.30%),1784 (0.72),,
C,"Pagan, Denis",48y 343d,92 (59-0-33 64.13%),,←,
