Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 73d,262 (157-0-105 59.92%),134 (0.51),←,
16,"Brown, Leigh",23y 102d,117 (46-1-70 39.74%),45 (0.38),54 (27-1-26 50.93%),25 (0.46)
2,"Colbert, Leigh",29y 363d,198 (112-2-84 57.07%),64 (0.32),93 (50-1-42 54.30%),14 (0.15)
24,"Firrito, Michael",21y 190d,29 (15-0-14 51.72%),7 (0.24),←,
6,"Grant, Shannon",28y 47d,225 (128-2-95 57.33%),256 (1.14),167 (96-1-70 57.78%),218 (1.31)
31,"Hale, David",21y 14d,25 (10-0-15 40.00%),11 (0.44),←,
39,"Harding, Leigh",24y 40d,58 (30-1-27 52.59%),84 (1.45),←,
29,"Harvey, Brent",27y 22d,182 (106-1-75 58.52%),218 (1.20),←,
21,"Jones, Corey",24y 99d,69 (32-0-37 46.38%),75 (1.09),←,
35,"Makepeace, Troy",26y 91d,115 (59-1-55 51.74%),30 (0.26),←,
43,"Perkins, Justin",22y 149d,3 (1-0-2 33.33%),,←,
20,"Petrie, Drew",22y 233d,73 (35-1-37 48.63%),63 (0.86),←,
25,"Picioane, Lance",24y 363d,71 (36-0-35 50.70%),26 (0.37),9 (6-0-3 66.67%),
3,"Rawlings, Brady",23y 360d,99 (53-0-46 53.54%),42 (0.42),←,
26,"Rocca, Saverio",31y 197d,238 (110-3-125 46.85%),705 (2.96),82 (40-1-41 49.39%),191 (2.33)
7,"Simpson, Adam",29y 109d,213 (129-1-83 60.80%),67 (0.31),←,
9,"Sinclair, Jess",26y 283d,131 (49-1-81 37.79%),58 (0.44),81 (36-1-44 45.06%),32 (0.40)
10,"Smith, Jesse",18y 249d,4 (1-0-3 25.00%),,←,
12,"Stevens, Michael",24y 210d,52 (26-0-26 50.00%),18 (0.35),35 (18-0-17 51.43%),15 (0.43)
23,"Thompson, Nathan",27y 111d,130 (61-1-68 47.31%),212 (1.63),11 (6-0-5 54.55%),20 (1.82)
36,"Watt, Shannon",24y 191d,79 (40-1-38 51.27%),4 (0.05),←,
8,"Wells, Daniel",20y 122d,51 (26-1-24 51.96%),30 (0.59),←,
Totals,Totals,25y 81d,2424 (1262-17-1145 52.06%),2149 (0.89),,
C,"Laidley, Dani",38y 70d,55 (27-1-27 50.00%),,←,
