Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",26y 197d,73 (35-1-37 48.63%),20 (0.27),51 (27-1-23 53.92%),12 (0.24)
22,"Bower, Nathan",23y 64d,45 (21-1-23 47.78%),16 (0.36),←,
17,"Broderick, Paul",25y 220d,134 (64-1-69 48.13%),109 (0.81),41 (25-1-15 62.20%),29 (0.71)
21,"Bulluss, Paul",25y 200d,46 (16-1-29 35.87%),10 (0.22),←,
9,"Campbell, Wayne",22y 322d,92 (38-1-53 41.85%),57 (0.62),←,
15,"Charles, Justin",24y 317d,47 (25-2-20 55.32%),28 (0.60),11 (7-1-3 68.18%),4 (0.36)
10,"Daffy, Nick",22y 92d,43 (26-1-16 61.63%),48 (1.12),←,
14,"Dear, Greg",32y 116d,176 (125-1-50 71.31%),24 (0.14),39 (23-1-15 60.26%),6 (0.15)
2,"Dundas, Matthew",23y 247d,86 (30-1-55 35.47%),66 (0.77),13 (4-1-8 34.62%),5 (0.38)
18,"Edwards, Stuart",23y 21d,43 (23-0-20 53.49%),50 (1.16),←,
25,"Gale, Brendon",27y 24d,116 (46-1-69 40.09%),121 (1.04),←,
23,"Jurica, Stephen",19y 46d,9 (4-1-4 50.00%),13 (1.44),←,
3,"Kellaway, Duncan",22y 175d,51 (28-1-22 55.88%),,←,
33,"Knights, Matthew",24y 310d,147 (54-0-93 36.73%),95 (0.65),←,
27,"Maxfield, Stuart",23y 124d,83 (32-1-50 39.16%),60 (0.72),←,
28,"Merenda, Mark",19y 286d,16 (12-0-4 75.00%),2 (0.13),←,
6,"Naish, Chris",23y 318d,103 (41-1-61 40.29%),158 (1.53),←,
7,"Prescott, Ashley",22y 334d,27 (16-1-10 61.11%),1 (0.04),←,
4,"Rogers, Matthew",21y 259d,36 (21-1-14 59.72%),35 (0.97),←,
5,"Tape, Jamie",21y 128d,40 (24-1-15 61.25%),3 (0.08),←,
41,"Turner, Scott",25y 72d,93 (37-0-56 39.78%),29 (0.31),←,
Totals,Totals,23y 324d,1506 (718-18-770 47.68%),945 (0.63),,
C,"Northey, John",52y 43d,250 (125-2-123 50.40%),,61 (29-1-31 48.36%),
