Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Cook, James",4,2.0,2,6,,1.0,,,,,,,,2.0,,,,,,,,,
16,"Croft, Matthew",7,3.0,3,10,,,2.0,1.0,,,,,1.0,,,,,,,,,,
11,"Curley, Todd",9,5.0,5,14,,,,3.0,,,,,,1.0,,,,,,,,,
3,"Grant, Chris",10,4.0,3,13,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,,
1,"Grgic, Ilija",2,2.0,1,3,,,1.0,,,,,,,2.0,,,,,,,,,
37,"Hargraves, Daniel",2,1.0,1,3,1.0,1.0,,1.0,,,,,,2.0,,,,,,,,,
6,"Johnson, Brad",10,5.0,7,17,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,
4,"Kellett, Nigel",11,6.0,1,12,1.0,,,,,,,,1.0,4.0,,,,,,,,,
2,"Kolyniuk, Steven",3,3.0,2,5,,,,,,,,,1.0,1.0,,,,,,,,,
39,"Liberatore, Tony",14,,8,22,,1.0,,4.0,,,,,3.0,4.0,,,,,,,,,
23,"Martin, Michael",10,2.0,1,11,,,,1.0,,,,,2.0,1.0,,,,,,,,,
44,"Osborne, Richard",7,2.0,1,8,,1.0,3.0,1.0,,,,,1.0,2.0,,,,,,,,,
36,"Romero, Jose",3,,3,6,,1.0,,1.0,,,,,1.0,,,,,,,,,,
38,"Sir, Sedat",6,4.0,2,8,,,,,,,,,1.0,,,,,,,,,,
5,"Smith, Rohan",8,2.0,4,12,,,,1.0,,,,,2.0,1.0,,,,,,,,,
17,"Standfield, Barry",8,1.0,2,10,,,1.0,,,,,,1.0,3.0,,,,,,,,,
24,"Wallis, Stephen",3,,2,5,,,,1.0,,,,,1.0,1.0,,,,,,,,,
34,"West, Mark",7,1.0,2,9,,1.0,,1.0,,,,,,,,,,,,,,,
7,"West, Scott",7,1.0,3,10,,,,2.0,,,,,,,,,,,,,,,
45,"Wira, Brad",13,5.0,2,15,,,,3.0,,,,,2.0,2.0,,,,,,,,,
15,"Wynd, Scott",2,1.0,9,11,,,11.0,2.0,,,,,3.0,,,,,,,,,,
Totals,Totals,146,50.0,64,210,5.0,7.0,20.0,23.0,,,,,22.0,27.0,,,,,,,,,
Opposition,Opposition,211,79.0,114,325,26.0,12.0,19.0,27.0,,,,,27.0,22.0,6.0,,,,,,,,
