Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",6,2,5,11,,1.0,,3.0,,1.0,1.0,1.0,2.0,,,6.0,5.0,,1.0,,,1.0,83.0
15,"Anderson, Noah",18,6,7,25,2,1.0,,2.0,,4.0,6.0,4.0,,,3.0,10.0,15.0,,1.0,2.0,1.0,,87.0
31,"Andrew, Mac",7,4,,7,,,,,3.0,,,1.0,,,,1.0,6.0,,,5.0,,,74.0
10,"Ballard, Charlie",10,9,,10,,,,2.0,1.0,1.0,,2.0,,1.0,,4.0,6.0,4.0,,3.0,,,93.0
1,"Chol, Mabior",7,3,1,8,1,1.0,6.0,2.0,1.0,,2.0,2.0,,,,4.0,3.0,1.0,3.0,1.0,,,80.0
25,"Collins, Sam",7,2,3,10,,,,2.0,,1.0,,1.0,,1.0,,4.0,5.0,,,10.0,,,100.0
4,"Ellis, Brandon",11,4,5,16,,,,2.0,,3.0,,,1.0,,,3.0,13.0,,,1.0,1.0,,68.0
8,"Fiorini, Brayden",7,1,7,14,1,1.0,,4.0,,2.0,4.0,3.0,2.0,1.0,,5.0,10.0,,,1.0,,,71.0
7,"Holman, Nick",7,3,6,13,1,,,3.0,1.0,,,1.0,1.0,,,8.0,6.0,1.0,1.0,1.0,,,86.0
19 ↓,"Humphrey, Bailey",5,3,,5,1,1.0,,,,1.0,,1.0,1.0,1.0,,4.0,1.0,2.0,2.0,,,1.0,55.0
34,"King, Ben",4,3,,4,2,,,,,1.0,,2.0,,2.0,,2.0,2.0,1.0,2.0,,,,92.0
23,"Lemmens, Sean",5,4,3,8,,,,1.0,3.0,,,1.0,2.0,,,4.0,4.0,1.0,,2.0,,,63.0
22,"Long, Ben",6,3,3,9,,,,4.0,3.0,,1.0,3.0,,2.0,,5.0,5.0,1.0,,3.0,,1.0,72.0
13,"Lukosius, Jack",18,12,1,19,1,4.0,,2.0,1.0,11.0,,1.0,1.0,,,6.0,14.0,1.0,1.0,4.0,,3.0,88.0
44,"Macpherson, Darcy",15,11,2,17,,,,2.0,6.0,2.0,,3.0,,,,4.0,10.0,2.0,,2.0,1.0,,93.0
11,"Miller, Touk",15,2,11,26,,,,8.0,3.0,4.0,8.0,3.0,2.0,1.0,,12.0,14.0,,,2.0,,1.0,88.0
49,"Moyle, Ned",2,,2,4,,,18.0,3.0,,1.0,1.0,2.0,,2.0,,4.0,1.0,,,2.0,,,78.0
27,"Powell, Wil",8,4,5,13,,,,2.0,3.0,1.0,,3.0,1.0,2.0,,6.0,5.0,1.0,,,,1.0,87.0
41,"Rosas, Malcolm",5,1,4,9,1,,,2.0,,4.0,,1.0,,,,5.0,3.0,,,,1.0,,67.0
18,"Rowell, Matt",10,3,7,17,,1.0,,11.0,1.0,2.0,7.0,2.0,2.0,,,12.0,5.0,,,1.0,,,84.0
6 ↑,"Sexton, Alex",2,1,1,3,,,,1.0,,1.0,,1.0,,,,1.0,2.0,,,,,,24.0
24,"Swallow, David",16,10,4,20,3,1.0,,5.0,,3.0,3.0,2.0,,,,8.0,13.0,2.0,3.0,1.0,,,79.0
14,"Weller, Lachie",18,5,2,20,,,,1.0,5.0,2.0,,,,,,4.0,10.0,,,,1.0,1.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,96,79,288,13,12.0,24.0,62.0,31.0,45.0,33.0,40.0,15.0,13.0,3.0,122.0,158.0,17.0,14.0,41.0,5.0,9.0,
Opposition,Opposition,196,77,142,338,15,10.0,58.0,55.0,32.0,48.0,45.0,41.0,13.0,15.0,3.0,119.0,213.0,17.0,17.0,39.0,2.0,13.0,
