Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",4,2,,4,1.0,,5.0,,,2.0,1.0,1.0,,1.0,,1.0,3,,1.0,,,,45.0
36,"Bannister, Jordan",6,4,11.0,17,,,,1.0,3.0,1.0,4.0,2.0,,,,4.0,13,,,2.0,,,100.0
23,"Bolton, Mark",8,2,9.0,17,,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,,8.0,9,,,3.0,3.0,,100.0
13,"Cupido, Damian",10,5,1.0,11,2.0,,,1.0,,3.0,,7.0,,,,5.0,7,,1.0,2.0,2.0,,92.0
38,"Harvey, Shane",12,9,5.0,17,3.0,,,1.0,1.0,4.0,1.0,,,,,3.0,14,,3.0,1.0,3.0,3.0,65.0
19,"Hille, David",15,8,7.0,22,4.0,,8.0,,,5.0,6.0,2.0,1.0,,3.0,10.0,11,2.0,3.0,,,,93.0
5,"Hird, James",18,4,9.0,27,1.0,,,2.0,5.0,3.0,3.0,9.0,,3.0,,15.0,13,,1.0,1.0,,1.0,100.0
21,"Jacobs, Danny",7,8,6.0,13,,,,1.0,6.0,,,1.0,,1.0,,4.0,8,2.0,,4.0,,,100.0
14,"Johnson, Jason",21,7,10.0,31,1.0,1.0,,4.0,1.0,6.0,8.0,5.0,2.0,1.0,,14.0,18,,2.0,2.0,1.0,2.0,95.0
1,"Johnson, Mark",4,3,10.0,14,,,,4.0,4.0,1.0,1.0,,,,,3.0,10,,,3.0,6.0,,100.0
18,"Lloyd, Matthew",15,8,2.0,17,5.0,3.0,,1.0,,6.0,,1.0,1.0,,2.0,6.0,11,2.0,1.0,1.0,,1.0,100.0
25,"Lucas, Scott",17,9,1.0,18,1.0,3.0,1.0,4.0,3.0,3.0,,4.0,,1.0,,,17,,1.0,,,1.0,97.0
33,"McPhee, Adam",2,3,3.0,5,,,,,1.0,,,1.0,,,,1.0,4,1.0,,2.0,,,38.0
10,"McVeigh, Mark",6,3,2.0,8,,,,,,2.0,,2.0,,,,,7,,2.0,,,,72.0
2,"Mercuri, Mark",11,3,6.0,17,,1.0,,1.0,2.0,3.0,3.0,3.0,,2.0,,9.0,8,1.0,1.0,,1.0,2.0,78.0
11,"Peverill, Damien",6,6,11.0,17,,,,9.0,2.0,,3.0,1.0,1.0,1.0,,6.0,11,1.0,,1.0,1.0,,100.0
29,"Reynolds, Joel",2,2,3.0,5,,,,1.0,,1.0,,1.0,,1.0,,1.0,4,,,1.0,,1.0,52.0
20,"Richards, Ted",3,2,3.0,6,1.0,,,1.0,,3.0,,,1.0,,,3.0,3,1.0,1.0,1.0,,1.0,47.0
43,"Rioli, Dean",10,3,6.0,16,,,3.0,3.0,2.0,3.0,2.0,3.0,,2.0,,6.0,10,,,4.0,,,88.0
7,"Solomon, Dean",10,5,7.0,17,1.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,,8.0,12,1.0,2.0,6.0,,1.0,100.0
17,"Walsh, Darren",5,1,6.0,11,,,,,1.0,1.0,1.0,2.0,,,,5.0,6,1.0,,,2.0,,40.0
12,"Welsh, Andrew",9,3,10.0,19,,,,2.0,4.0,,,2.0,,,,7.0,12,1.0,,2.0,,,100.0
Totals,Totals,201,100,128.0,329,20.0,9.0,20.0,41.0,39.0,50.0,36.0,51.0,10.0,15.0,5.0,119.0,211,13.0,19.0,36.0,19.0,13.0,
Opposition,Opposition,194,91,140.0,334,16.0,14.0,30.0,38.0,30.0,60.0,32.0,58.0,15.0,10.0,1.0,118.0,209,12.0,15.0,37.0,15.0,11.0,
