Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",3,2,3,6,,,,,,2.0,,1.0,,1.0,,2.0,4.0,,,,,,
26,"Bell, Peter",20,5,11,31,,3.0,,3.0,5.0,3.0,7.0,3.0,1.0,,,13.0,17.0,,,1.0,,,
12,"Blakey, John",18,6,4,22,4,,,,2.0,7.0,2.0,1.0,1.0,,3.0,6.0,14.0,1.0,,1.0,2.0,,
22,"Burton, Matthew",6,3,3,9,1,,25.0,1.0,,1.0,3.0,,,1.0,2.0,5.0,4.0,1.0,,1.0,,,
17,"Calthorpe, David",1,,2,3,,,,1.0,,,,,,,,1.0,1.0,,,,,,
18,"Carey, Wayne",16,6,3,19,4,1.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,,,10.0,8.0,3.0,2.0,2.0,,,
23,"Clayton, Shane",8,5,7,15,,,,1.0,,6.0,,,,,,6.0,9.0,,,1.0,1.0,,
2,"Colbert, Leigh",12,10,6,18,1,,,1.0,1.0,4.0,,3.0,1.0,2.0,,10.0,8.0,3.0,,,1.0,,
6,"Grant, Shannon",16,5,4,20,1,2.0,,1.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,12.0,7.0,1.0,1.0,4.0,,,
29,"Harvey, Brent",17,2,5,22,1,2.0,,2.0,2.0,2.0,4.0,1.0,,1.0,,9.0,13.0,,,,3.0,,
21,"Hewitt, Evan",3,2,5,8,1,,1.0,1.0,,,,1.0,,1.0,,4.0,4.0,,1.0,1.0,,,
34,"King, David",17,5,3,20,,,,,8.0,3.0,2.0,3.0,1.0,,,6.0,10.0,,,3.0,2.0,,
20,"Kingsley, Kent",2,2,1,3,1,,,,,,,,,,,1.0,2.0,,1.0,,,,
27,"Lange, Adam",3,3,2,5,2,,,,,1.0,,1.0,,,,2.0,3.0,,2.0,,,,
35,"Makepeace, Troy",3,2,2,5,,,,2.0,,2.0,,,,,,4.0,1.0,1.0,,2.0,,,
5,"McCartney, Jason",12,9,3,15,,,1.0,,6.0,2.0,,1.0,2.0,,,9.0,5.0,4.0,,2.0,,,
31,"McKernan, Corey",6,3,3,9,,,2.0,,3.0,1.0,1.0,,,,,2.0,6.0,,,,,,
44,"Motlop, Shannon",3,,2,5,,,,,,1.0,,,,,,4.0,1.0,,,,1.0,,
28,"Pickett, Byron",16,2,4,20,,,,1.0,3.0,4.0,1.0,,,,,6.0,12.0,1.0,,2.0,7.0,,
24,"Sholl, Craig",13,9,1,14,2,3.0,,3.0,,6.0,,,,1.0,,6.0,9.0,1.0,5.0,,,,
7,"Simpson, Adam",10,2,6,16,1,,1.0,4.0,2.0,3.0,6.0,,,2.0,,7.0,8.0,,,2.0,,,
10,"Stevens, Anthony",18,6,4,22,1,1.0,,,2.0,3.0,4.0,1.0,,2.0,,4.0,15.0,,1.0,,2.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,223,89,84,307,20,14.0,33.0,23.0,40.0,58.0,35.0,19.0,10.0,13.0,6.0,129.0,161.0,16.0,13.0,22.0,19.0,,
Opposition,Opposition,205,104,92,297,7,14.0,20.0,20.0,33.0,54.0,37.0,28.0,13.0,10.0,,117.0,175.0,18.0,17.0,9.0,3.0,,
