Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",30y 81d,168 (97-1-70 58.04%),60 (0.36),←,
25,"Athorn, Mark",24y 247d,67 (29-1-37 44.03%),13 (0.19),14 (10-0-4 71.43%),2 (0.14)
21,"Bradley, Craig",28y 262d,152 (89-1-62 58.88%),107 (0.70),←,
20,"Brown, Fraser",21y 328d,37 (15-0-22 40.54%),10 (0.27),←,
35,"Dean, Peter",27y 124d,141 (85-1-55 60.64%),17 (0.12),←,
6,"Dorotich, Jon",30y 75d,118 (65-1-52 55.51%),86 (0.73),←,
12,"Gleeson, Adrian",25y 72d,116 (70-1-45 60.78%),110 (0.95),←,
13,"Hanna, Mil",26y 97d,102 (52-1-49 51.47%),46 (0.45),←,
33,"Hogg, Matthew",23y 203d,73 (32-2-39 45.21%),8 (0.11),14 (8-0-6 57.14%),4 (0.29)
28,"Kernahan, David",27y,51 (24-0-27 47.06%),8 (0.16),←,
4,"Kernahan, Stephen",28y 314d,152 (90-1-61 59.54%),424 (2.79),←,
44,"Madden, Justin",31y 41d,234 (141-1-92 60.47%),148 (0.63),189 (111-1-77 58.99%),128 (0.68)
27,"OSullivan, Luke",24y 105d,32 (15-0-17 46.88%),28 (0.88),←,
7,"Ratten, Brett",21y,34 (15-0-19 44.12%),5 (0.15),←,
50,"Robertson, Ben",20y 332d,2 (2-0-0 100.00%),2 (1.00),←,
14,"Sexton, Michael",21y 128d,32 (16-0-16 50.00%),2 (0.06),←,
1,"Silvagni, Stephen",25y 41d,114 (72-0-42 63.16%),88 (0.77),←,
11,"Spalding, Earl",27y 122d,125 (80-0-45 64.00%),81 (0.65),16 (10-0-6 62.50%),18 (1.13)
38,"Welsh, Rohan",21y 278d,9 (5-0-4 55.56%),21 (2.33),←,
2,"Williams, Greg",28y 285d,152 (82-0-70 53.95%),130 (0.86),11 (6-0-5 54.55%),2 (0.18)
Totals,Totals,25y 285d,1911 (1076-11-824 56.31%),1394 (0.73),,
C,"Parkin, David",49y 303d,321 (184-1-136 57.48%),,158 (97-1-60 61.71%),
