Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
19,"Blakely, Connor",21y 31d,18 (4-0-14 22.22%),2 (0.11),←,
3,"Dawson, Zac",31y 39d,166 (98-4-64 60.24%),7 (0.04),89 (52-1-36 58.99%),3 (0.03)
7,"Fyfe, Nat",25y 196d,119 (72-1-46 60.92%),106 (0.89),←,
12,"Griffin, Jonathon",31y 78d,92 (43-0-49 46.74%),33 (0.36),51 (22-0-29 43.14%),26 (0.51)
21,"Hamling, Joel",23y 358d,25 (16-0-9 64.00%),,2 (0-0-2 0.00%),
9,"Hill, Bradley",23y 267d,97 (74-0-23 76.29%),60 (0.62),2 (0-0-2 0.00%),2 (1.00)
32,"Hill, Stephen",26y 336d,174 (93-0-81 53.45%),105 (0.60),←,
5,"Ibbotson, Garrick",29y 18d,169 (82-1-86 48.82%),22 (0.13),←,
37,"Johnson, Michael",32y 164d,211 (115-1-95 54.74%),63 (0.30),←,
22,"Kersten, Shane",24y 18d,39 (28-0-11 71.79%),42 (1.08),2 (0-0-2 0.00%),1 (0.50)
26,"Langdon, Ed",21y 60d,17 (2-0-15 11.76%),9 (0.53),←,
23,"McCarthy, Cam",22y 1d,23 (12-0-11 52.17%),37 (1.61),2 (0-0-2 0.00%),1 (0.50)
16,"Mundy, David",31y 256d,253 (136-1-116 53.95%),98 (0.39),←,
27,"Neale, Lachie",23y 313d,94 (49-0-45 52.13%),45 (0.48),←,
6,"Pearce, Danyle",30y 360d,250 (115-2-133 46.40%),125 (0.50),96 (56-1-39 58.85%),49 (0.51)
31,"Sandilands, Aaron",34y 117d,246 (136-0-110 55.28%),92 (0.37),←,
34,"Spurr, Lee",29y 249d,106 (66-1-39 62.74%),5 (0.05),←,
8,"Suban, Nick",26y 328d,146 (78-1-67 53.77%),57 (0.39),←,
33,"Sutcliffe, Cam",24y 314d,89 (54-1-34 61.24%),16 (0.18),←,
18,"Tucker, Darcy",20y 69d,14 (4-0-10 28.57%),3 (0.21),←,
10,"Walters, Michael",26y 85d,96 (53-1-42 55.73%),178 (1.85),←,
14,"Weller, Lachie",21y 38d,27 (6-0-21 22.22%),13 (0.48),←,
Totals,Totals,26y 168d,2471 (1336-14-1121 54.07%),1118 (0.45),,
C,"Lyon, Ross",50y 145d,242 (147-5-90 61.78%),,121 (71-1-49 59.09%),
