Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
11,"Aish, James",27y 200d,154 (70-1-83 45.78%),32 (0.21),72 (37-1-34 52.08%),9 (0.13)
24,"Amiss, Jye",19y 300d,13 (8-0-5 61.54%),23 (1.77),←,
41,"Banfield, Bailey",25y 90d,71 (34-1-36 48.59%),41 (0.58),←,
8,"Brayshaw, Andrew",23y 200d,111 (52-1-58 47.30%),39 (0.35),←,
6,"Clark, Jordan",22y 223d,67 (43-1-23 64.93%),19 (0.28),35 (22-1-12 64.29%),4 (0.11)
36,"Cox, Brennan",24y 287d,93 (43-1-49 46.77%),29 (0.31),←,
4,"Darcy, Sean",24y 349d,94 (43-1-50 46.28%),37 (0.39),←,
32,"Frederick, Michael",23y 10d,48 (29-1-18 61.46%),51 (1.06),←,
7,"Fyfe, Nat",31y 251d,214 (113-2-99 53.27%),171 (0.80),←,
15,"Hughes, Ethan",28y 171d,92 (39-0-53 42.39%),6 (0.07),←,
9,"Jackson, Luke",21y 240d,63 (43-1-19 69.05%),43 (0.68),11 (6-0-5 54.55%),13 (1.18)
44,"Johnson, Matthew",20y 72d,7 (4-0-3 57.14%),1 (0.14),←,
30,"ODriscoll, Nathan",21y 10d,19 (15-0-4 78.95%),11 (0.58),←,
2,"OMeara, Jaeger",29y 93d,154 (69-2-83 45.45%),75 (0.49),11 (6-0-5 54.55%),5 (0.45)
25,"Pearce, Alex",27y 352d,95 (46-1-48 48.95%),4 (0.04),←,
13,"Ryan, Luke",27y 110d,120 (57-1-62 47.92%),3 (0.03),←,
5,"Schultz, Lachie",25y 178d,78 (39-1-38 50.64%),85 (1.09),←,
3,"Serong, Caleb",22y 107d,69 (37-1-31 54.35%),17 (0.25),←,
1,"Sturt, Sam",23y 15d,8 (4-0-4 50.00%),7 (0.88),←,
39,"Switkowski, Sam",26y 188d,56 (30-0-26 53.57%),36 (0.64),←,
35,"Treacy, Josh",20y 296d,24 (16-0-8 66.67%),21 (0.88),←,
31,"Walker, Brandon",20y 222d,39 (25-1-13 65.38%),1 (0.03),←,
26,"Young, Hayden",22y 46d,46 (25-1-20 55.43%),2 (0.04),←,
Totals,Totals,24y 127d,1735 (884-18-833 50.95%),754 (0.43),,
C,"Longmuir, Justin",42y 126d,72 (37-1-34 52.08%),,←,
