Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
24,"Bews, Jed",24y 128d,55 (31-2-22 58.18%),5 (0.09),←,
46,"Blicavs, Mark",27y 24d,115 (77-2-36 67.83%),35 (0.30),←,
31,"Cunico, Jordan",21y 349d,3 (3-0-0 100.00%),2 (0.67),←,
35,"Dangerfield, Patrick",28y 16d,206 (117-1-88 57.04%),235 (1.14),52 (36-1-15 70.19%),72 (1.38)
22,"Duncan, Mitch",26y 315d,162 (119-1-42 73.77%),120 (0.74),←,
13,"Fogarty, Lachie",19y 20d,5 (3-0-2 60.00%),4 (0.80),←,
38,"Henry, Jack",19y 235d,4 (2-0-2 50.00%),,←,
33,"Horlin-Smith, George",25y 120d,48 (33-1-14 69.79%),26 (0.54),←,
11,"Kelly, Tim",23y 269d,5 (3-0-2 60.00%),6 (1.20),←,
8,"Kolodjashnij, Jake",22y 255d,52 (34-2-16 67.31%),,←,
27,"Menegola, Sam",26y 45d,35 (23-1-11 67.14%),28 (0.80),←,
10,"Menzel, Daniel",26y 220d,65 (51-0-14 78.46%),124 (1.91),←,
21,"Murdoch, Jordan",26y 29d,95 (64-2-29 68.42%),66 (0.69),←,
3,"Parfitt, Brandan",19y 359d,20 (14-0-6 70.00%),12 (0.60),←,
34,"Parsons, James",21y 9d,24 (15-1-8 64.58%),19 (0.79),←,
17,"Ratugolea, Esava",19y 271d,4 (3-0-1 75.00%),4 (1.00),←,
14,"Selwood, Joel",29y 330d,254 (191-1-62 75.39%),146 (0.57),←,
16,"Selwood, Scott",28y 25d,157 (82-1-74 52.55%),40 (0.25),22 (15-0-7 68.18%),3 (0.14)
1,"Stanley, Rhys",27y 141d,103 (50-1-52 49.03%),74 (0.72),45 (29-1-15 65.56%),34 (0.76)
44,"Stewart, Tom",25y 37d,26 (17-0-9 65.38%),2 (0.08),←,
40,"Thurlow, Jackson",24y 24d,40 (25-1-14 63.75%),8 (0.20),←,
2,"Tuohy, Zach",28y 132d,150 (67-2-81 45.33%),47 (0.31),30 (19-1-10 65.00%),7 (0.23)
Totals,Totals,24y 219d,1628 (1024-19-585 62.90%),1003 (0.62),,
C,"Scott, Chris",41y 353d,172 (121-2-49 70.93%),,←,
